Model,MSO68B
Channel,CH4
Label,
Waveform Type,ANALOG
Digital Type,None
Horizontal Units,s
Sample Interval,1.60000000e-10
Record Length,13750
Zero Index,7287.66406250
Vertical Units,V
,
ANALOG_Thumbnail,
yOffset,0.000000
yPosition,-4.180000

Labels,
TIME,CH4
-1.11658625e-06,-1.64531250e-01
-1.11642625e-06,-1.63593750e-01
-1.11626625e-06,-1.44375000e-01
-1.11610625e-06,-8.85937500e-02
-1.11594625e-06,-1.17656250e-01
-1.11578625e-06,-1.43437500e-01
-1.11562625e-06,-3.98437500e-02
-1.11546625e-06,-1.59375000e-02
-1.11530625e-06,-1.34062500e-01
-1.11514625e-06,-1.38750000e-01
-1.11498625e-06,-6.46875000e-02
-1.11482625e-06,-1.09687500e-01
-1.11466625e-06,-1.65937500e-01
-1.11450625e-06,-1.41562500e-01
-1.11434625e-06,-1.29843750e-01
-1.11418625e-06,-1.30781250e-01
-1.11402625e-06,-1.30312500e-01
-1.11386625e-06,-1.59375000e-01
-1.11370625e-06,-1.46250000e-01
-1.11354625e-06,-1.06406250e-01
-1.11338625e-06,-1.58906250e-01
-1.11322625e-06,-2.10937500e-01
-1.11306625e-06,-1.42500000e-01
-1.11290625e-06,-8.67187500e-02
-1.11274625e-06,-1.23750000e-01
-1.11258625e-06,-1.37812500e-01
-1.11242625e-06,-1.12031250e-01
-1.11226625e-06,-1.18593750e-01
-1.11210625e-06,-1.39687500e-01
-1.11194625e-06,-1.43906250e-01
-1.11178625e-06,-1.48593750e-01
-1.11162625e-06,-1.66406250e-01
-1.11146625e-06,-1.97343750e-01
-1.11130625e-06,-2.11406250e-01
-1.11114625e-06,-1.68750000e-01
-1.11098625e-06,-1.27031250e-01
-1.11082625e-06,-1.53281250e-01
-1.11066625e-06,-1.63125000e-01
-1.11050625e-06,-9.70312500e-02
-1.11034625e-06,-7.82812500e-02
-1.11018625e-06,-1.48593750e-01
-1.11002625e-06,-1.71093750e-01
-1.10986625e-06,-1.29843750e-01
-1.10970625e-06,-1.41562500e-01
-1.10954625e-06,-1.86093750e-01
-1.10938625e-06,-1.64062500e-01
-1.10922625e-06,-1.23750000e-01
-1.10906625e-06,-1.52343750e-01
