x-axis,1,2,3,4
-513.5361E-06,+51.5752376E-03,+43.7383333E-03,-155.8109513E-03,+1.9931532280E+00
-513.1736E-06,+50.6155635E-03,+40.0735896E-03,-157.0417825E-03,+1.9912051783E+00
-512.8111E-06,+47.3038775E-03,+40.9745162E-03,-156.4883675E-03,+1.9906406652E+00
-512.4485E-06,+49.6558944E-03,+39.4526229E-03,-157.0417832E-03,+1.9906406652E+00
-512.0860E-06,+50.6155635E-03,+40.9745184E-03,-156.8779772E-03,+1.9886926127E+00
-511.7235E-06,+53.9272545E-03,+43.7383386E-03,-156.3754645E-03,+1.9900761558E+00
-511.3610E-06,+51.5752278E-03,+42.2164389E-03,-155.8729517E-03,+1.9906406652E+00
-510.9985E-06,+50.6155635E-03,+43.7383407E-03,-155.7600501E-03,+1.9925887206E+00
-510.6359E-06,+47.3038676E-03,+40.0735747E-03,-154.9808275E-03,+1.9931532280E+00
-510.2734E-06,+49.6559042E-03,+40.9745237E-03,-155.9238593E-03,+1.9931532280E+00
-509.9109E-06,+50.6155635E-03,+41.5954797E-03,-157.4313976E-03,+1.9951012862E+00
-509.5484E-06,+50.6155635E-03,+43.7383450E-03,-155.8220411E-03,+1.9937177315E+00
-509.1859E-06,+47.3038611E-03,+42.2164326E-03,-152.9198653E-03,+1.9912051678E+00
-508.8233E-06,+49.6559107E-03,+43.7383471E-03,-156.1385845E-03,+1.9925887263E+00
-508.4608E-06,+50.6155635E-03,+42.2164305E-03,-156.8779753E-03,+1.9912051658E+00
-508.0983E-06,+50.6155635E-03,+41.5954797E-03,-154.8170121E-03,+1.9906406652E+00
-507.7358E-06,+50.6155635E-03,+39.4526092E-03,-156.2005764E-03,+1.9906406652E+00
-507.3733E-06,+50.6155635E-03,+40.9745321E-03,-155.9858492E-03,+1.9886926002E+00
-507.0108E-06,+50.6155635E-03,+41.5954797E-03,-154.2015973E-03,+1.9920242343E+00
-506.6482E-06,+50.6155635E-03,+41.5954797E-03,-155.3084534E-03,+1.9931532280E+00
-506.2857E-06,+50.6155635E-03,+43.7383545E-03,-153.8119822E-03,+1.9931532280E+00
-505.9232E-06,+50.6155635E-03,+40.0735472E-03,-155.1955561E-03,+1.9931532280E+00
-505.5607E-06,+50.6155635E-03,+40.9745374E-03,-157.7081199E-03,+1.9951012978E+00
-505.1982E-06,+53.9272839E-03,+39.4526018E-03,-154.7660855E-03,+1.9956657907E+00
-504.8356E-06,+51.5751983E-03,+38.8316605E-03,-154.5292285E-03,+1.9937177190E+00
-504.4731E-06,+50.6155635E-03,+40.9745406E-03,-154.7550249E-03,+1.9912051553E+00
-504.1106E-06,+53.9272888E-03,+41.5954797E-03,-155.5342544E-03,+1.9886925915E+00
-503.7481E-06,+51.5751934E-03,+41.5954797E-03,-156.1496650E-03,+1.9881281024E+00
-503.3856E-06,+53.9272921E-03,+41.5954797E-03,-159.3794835E-03,+1.9881281024E+00
-503.0230E-06,+54.8869204E-03,+39.4525954E-03,-156.3865100E-03,+1.9881281024E+00
-502.6605E-06,+51.5751885E-03,+40.9745459E-03,-155.6471530E-03,+1.9900761799E+00
-502.2980E-06,+50.6155635E-03,+39.4525933E-03,-154.2015873E-03,+1.9906406652E+00
-501.9355E-06,+50.6155635E-03,+40.9745480E-03,-154.5292316E-03,+1.9925887446E+00
-501.5730E-06,+50.6155635E-03,+41.5954797E-03,-153.1965606E-03,+1.9951013083E+00
-501.2104E-06,+47.3038251E-03,+39.4525901E-03,-155.8619049E-03,+1.9937177094E+00
-500.8479E-06,+49.6559467E-03,+40.9745512E-03,-156.7650752E-03,+1.9931532280E+00
-500.4854E-06,+47.3038219E-03,+41.5954797E-03,-157.1546918E-03,+1.9951013112E+00
-500.1229E-06,+49.6559499E-03,+39.4525870E-03,-156.8779709E-03,+1.9937177065E+00
-499.7604E-06,+50.6155635E-03,+40.9745543E-03,-156.7650752E-03,+1.9931532280E+00
-499.3978E-06,+50.6155635E-03,+41.5954797E-03,-154.8169890E-03,+1.9912051418E+00
-499.0353E-06,+50.6155635E-03,+41.5954797E-03,-155.4213646E-03,+1.9906406652E+00
-498.6728E-06,+50.6155635E-03,+41.5954797E-03,-154.9808148E-03,+1.9886925771E+00
-498.3103E-06,+50.6155635E-03,+39.4525817E-03,-155.1446427E-03,+1.9881281024E+00
-497.9478E-06,+53.9273166E-03,+40.9745596E-03,-156.4263915E-03,+1.9900761924E+00
-497.5853E-06,+54.8869204E-03,+43.7383799E-03,-159.8820207E-03,+1.9925887561E+00
-497.2227E-06,+51.5751640E-03,+42.2163977E-03,-160.0059389E-03,+1.9951013199E+00
-496.8602E-06,+50.6155635E-03,+43.7383820E-03,-157.8320576E-03,+1.9956657907E+00
-496.4977E-06,+50.6155635E-03,+40.0734922E-03,-156.4883502E-03,+1.9937176969E+00
-496.1352E-06,+50.6155635E-03,+38.8316605E-03,-158.6002764E-03,+1.9931532280E+00
-495.7727E-06,+50.6155635E-03,+40.9745660E-03,-158.1087805E-03,+1.9912051322E+00
-495.4101E-06,+50.6155635E-03,+39.4525732E-03,-154.6531455E-03,+1.9906406652E+00
-495.0476E-06,+50.6155635E-03,+40.9745681E-03,-153.7499998E-03,+1.9906406652E+00
-494.6851E-06,+53.9273313E-03,+41.5954797E-03,-155.3084787E-03,+1.9906406652E+00
-494.3226E-06,+51.5751509E-03,+39.4525700E-03,-156.1496700E-03,+1.9906406652E+00
-493.9601E-06,+50.6155635E-03,+38.8316605E-03,-157.0418028E-03,+1.9886925646E+00
-493.5975E-06,+53.9273362E-03,+40.9745723E-03,-156.0987268E-03,+1.9900762039E+00
-493.2350E-06,+51.5751460E-03,+43.7383925E-03,-154.5911886E-03,+1.9925887677E+00
-492.8725E-06,+53.9273395E-03,+42.2163850E-03,-157.7590986E-03,+1.9931532280E+00
-492.5100E-06,+54.8869204E-03,+41.5954797E-03,-155.2685374E-03,+1.9931532280E+00
-492.1475E-06,+54.8869204E-03,+41.5954797E-03,-153.4732702E-03,+1.9931532280E+00
-491.7849E-06,+51.5751395E-03,+41.5954797E-03,-152.8578660E-03,+1.9931532280E+00
-491.4224E-06,+50.6155635E-03,+41.5954797E-03,-156.2515679E-03,+1.9931532280E+00
-491.0599E-06,+50.6155635E-03,+41.5954797E-03,-158.0468310E-03,+1.9912051197E+00
-490.6974E-06,+50.6155635E-03,+41.5954797E-03,-157.1037473E-03,+1.9906406652E+00
-490.3349E-06,+50.6155635E-03,+41.5954797E-03,-155.2065870E-03,+1.9906406652E+00
-489.9724E-06,+53.9273526E-03,+43.7384021E-03,-154.3654027E-03,+1.9906406652E+00
-489.6098E-06,+51.5751297E-03,+40.0734521E-03,-154.6421348E-03,+1.9906406652E+00
-489.2473E-06,+47.3037712E-03,+40.9745850E-03,-157.4823832E-03,+1.9925887782E+00
-488.8848E-06,+46.3442067E-03,+41.5954797E-03,-158.2726128E-03,+1.9912051139E+00
-488.5223E-06,+49.6560023E-03,+39.4525531E-03,-157.8829898E-03,+1.9925887802E+00
-488.1598E-06,+50.6155635E-03,+40.9745882E-03,-160.1078394E-03,+1.9912051120E+00
-487.7972E-06,+53.9273624E-03,+41.5954797E-03,-157.2785652E-03,+1.9925887821E+00
-487.4347E-06,+54.8869204E-03,+41.5954797E-03,-156.2625626E-03,+1.9931532280E+00
-487.0722E-06,+51.5751183E-03,+39.4525489E-03,-157.8210577E-03,+1.9931532280E+00
-486.7097E-06,+50.6155635E-03,+38.8316605E-03,-156.7141170E-03,+1.9912051082E+00
-486.3472E-06,+50.6155635E-03,+40.9745935E-03,-155.4833143E-03,+1.9906406652E+00
-485.9846E-06,+50.6155635E-03,+41.5954797E-03,-157.9849079E-03,+1.9925887869E+00
-485.6221E-06,+53.9273722E-03,+41.5954797E-03,-157.2166272E-03,+1.9912051053E+00
-485.2596E-06,+51.5751101E-03,+41.5954797E-03,-157.5443246E-03,+1.9886925415E+00
-484.8971E-06,+47.3037516E-03,+39.4525425E-03,-156.9908504E-03,+1.9881281024E+00
-484.5346E-06,+49.6560202E-03,+43.1175370E-03,-158.3235756E-03,+1.9900762280E+00
-484.1720E-06,+47.3037483E-03,+42.2163596E-03,-158.7751254E-03,+1.9906406652E+00
-483.8095E-06,+49.6560235E-03,+39.4525394E-03,-158.3854999E-03,+1.9925887927E+00
-483.4470E-06,+47.3037451E-03,+38.8316605E-03,-158.6622385E-03,+1.9931532280E+00
-483.0845E-06,+46.3442067E-03,+43.1175454E-03,-158.7751254E-03,+1.9970494868E+00
-482.7220E-06,+49.6560284E-03,+42.2163554E-03,-160.3336297E-03,+1.9942820928E+00
-482.3594E-06,+47.3037401E-03,+39.4525351E-03,-157.6681655E-03,+1.9931532280E+00
-481.9969E-06,+49.6560317E-03,+40.9746062E-03,-155.9858222E-03,+1.9912050957E+00
-481.6344E-06,+53.9273902E-03,+41.5954797E-03,-158.0978100E-03,+1.9906406652E+00
-481.2719E-06,+51.5750921E-03,+41.5954797E-03,-157.2166180E-03,+1.9906406652E+00
-480.9094E-06,+50.6155635E-03,+39.4525309E-03,-156.7650752E-03,+1.9906406652E+00
-480.5469E-06,+50.6155635E-03,+40.9746104E-03,-156.3754479E-03,+1.9906406652E+00
-480.1843E-06,+50.6155635E-03,+39.4525288E-03,-157.4314449E-03,+1.9906406652E+00
-479.8218E-06,+50.6155635E-03,+38.8316605E-03,-155.4323346E-03,+1.9925888032E+00
-479.4593E-06,+53.9274000E-03,+43.1175666E-03,-156.7031640E-03,+1.9931532280E+00
-479.0968E-06,+48.2632442E-03,+42.2163448E-03,-154.9298197E-03,+1.9912050880E+00
-478.7343E-06,+52.9678861E-03,+41.5954797E-03,-158.1487943E-03,+1.9925888061E+00
-478.3717E-06,+51.5750790E-03,+41.5954797E-03,-158.1087528E-03,+1.9912050860E+00
-478.0092E-06,+47.3037205E-03,+39.4525224E-03,-155.0427002E-03,+1.9925888081E+00
-477.6467E-06,+49.6560513E-03,+43.1175772E-03,-156.9799138E-03,+1.9912050841E+00
-477.2842E-06,+47.3037173E-03,+42.2163395E-03,-156.2115844E-03,+1.9906406652E+00
-476.9217E-06,+49.6560546E-03,+39.4525193E-03,-158.0978250E-03,+1.9906406652E+00
-476.5591E-06,+53.9274131E-03,+38.8316605E-03,-157.6062374E-03,+1.9906406652E+00
-476.1966E-06,+51.5750692E-03,+40.9746231E-03,-158.8261059E-03,+1.9906406652E+00
-475.8341E-06,+50.6155635E-03,+41.5954797E-03,-156.5502298E-03,+1.9906406652E+00
-475.4716E-06,+47.3037091E-03,+41.5954797E-03,-156.5393099E-03,+1.9945369644E+00
-475.1091E-06,+49.6560627E-03,+39.4525140E-03,-156.3754451E-03,+1.9937176402E+00
-474.7465E-06,+50.6155635E-03,+40.9746273E-03,-158.9899748E-03,+1.9931532280E+00
-474.3840E-06,+50.6155635E-03,+41.5954797E-03,-156.6631065E-03,+1.9951013805E+00
-474.0215E-06,+53.9274245E-03,+41.5954797E-03,-159.2667263E-03,+1.9937176373E+00
-473.6590E-06,+48.2631952E-03,+39.4525098E-03,-161.4515557E-03,+1.9931532280E+00
-473.2965E-06,+49.6560709E-03,+40.9746315E-03,-159.0627832E-03,+1.9912050726E+00
-472.9339E-06,+47.3036976E-03,+41.5954797E-03,-155.5451940E-03,+1.9906406652E+00
-472.5714E-06,+52.9679417E-03,+39.4525066E-03,-156.7031822E-03,+1.9886925079E+00
-472.2089E-06,+51.5750512E-03,+38.8316605E-03,-159.9950093E-03,+1.9881281024E+00
-471.8464E-06,+47.3036927E-03,+40.9746358E-03,-160.0059119E-03,+1.9900762616E+00
-471.4839E-06,+56.2798239E-03,+39.4525034E-03,-158.2216224E-03,+1.9906406652E+00
-471.1214E-06,+52.5345291E-03,+38.8316605E-03,-160.1078937E-03,+1.9925888263E+00
-470.7588E-06,+50.6155635E-03,+43.1176174E-03,-156.4992190E-03,+1.9931532280E+00
-470.3963E-06,+47.3036862E-03,+44.3592989E-03,-160.3227615E-03,+1.9951013910E+00
-470.0338E-06,+49.6560856E-03,+42.2163184E-03,-159.0627711E-03,+1.9937176267E+00
-469.6713E-06,+47.3036829E-03,+43.7384613E-03,-155.5451818E-03,+1.9951013930E+00
-469.3088E-06,+49.6560889E-03,+40.0733336E-03,-156.7031909E-03,+1.9917694588E+00
-468.9462E-06,+50.6155635E-03,+43.1176279E-03,-158.8261213E-03,+1.9925888321E+00
-468.5837E-06,+47.3036780E-03,+42.2163141E-03,-158.4983708E-03,+1.9912050601E+00
-468.2212E-06,+52.9679809E-03,+43.7384655E-03,-159.0518804E-03,+1.9906406652E+00
-467.8587E-06,+51.5750316E-03,+42.2163120E-03,-161.6154417E-03,+1.9906406652E+00
-467.4962E-06,+50.6155635E-03,+41.5954797E-03,-157.6171035E-03,+1.9906406652E+00
-467.1336E-06,+50.6155635E-03,+39.4524907E-03,-158.2107343E-03,+1.9906406652E+00
-466.7711E-06,+53.9274572E-03,+36.6886705E-03,-157.6062218E-03,+1.9906406652E+00
-466.4086E-06,+48.2631298E-03,+38.2108324E-03,-158.8261266E-03,+1.9925888388E+00
-466.0461E-06,+49.6561036E-03,+40.9746527E-03,-157.7190983E-03,+1.9931532280E+00
-465.6836E-06,+53.9274621E-03,+41.5954797E-03,-158.8261282E-03,+1.9951014035E+00
-465.3210E-06,+54.8869204E-03,+41.5954797E-03,-160.0569086E-03,+1.9956657907E+00
-464.9585E-06,+54.8869204E-03,+39.4524844E-03,-157.1655791E-03,+1.9917694358E+00
-464.5960E-06,+51.5750169E-03,+38.8316605E-03,-157.0418340E-03,+1.9906406652E+00
-464.2335E-06,+50.6155635E-03,+40.9746580E-03,-159.2157671E-03,+1.9906406652E+00
-463.8710E-06,+50.6155635E-03,+43.7384782E-03,-160.1697866E-03,+1.9906406652E+00
-463.5084E-06,+50.6155635E-03,+40.0732998E-03,-157.9448455E-03,+1.9886924838E+00
-463.1459E-06,+47.3036535E-03,+40.9746611E-03,-156.8779513E-03,+1.9900762847E+00
-462.7834E-06,+52.9680300E-03,+41.5954797E-03,-154.8168919E-03,+1.9906406652E+00
-462.4209E-06,+51.5750071E-03,+39.4524770E-03,-157.3696071E-03,+1.9906406652E+00
-462.0584E-06,+50.6155635E-03,+40.9746643E-03,-159.4415240E-03,+1.9925888504E+00
-461.6959E-06,+47.3036470E-03,+41.5954797E-03,-159.3905133E-03,+1.9931532280E+00
-461.3333E-06,+49.6561248E-03,+41.5954797E-03,-158.1087257E-03,+1.9931532280E+00
-460.9708E-06,+50.6155635E-03,+43.7384867E-03,-156.9908251E-03,+1.9931532280E+00
-460.6083E-06,+50.6155635E-03,+40.0732828E-03,-157.5443508E-03,+1.9951014170E+00
-460.2458E-06,+53.9274866E-03,+38.8316605E-03,-158.5493763E-03,+1.9956657907E+00
-459.8833E-06,+51.5749957E-03,+40.9746707E-03,-157.9958490E-03,+1.9956657907E+00
-459.5207E-06,+50.6155635E-03,+41.5954797E-03,-158.9390154E-03,+1.9937175988E+00
-459.1582E-06,+50.6155635E-03,+41.5954797E-03,-157.7190837E-03,+1.9912050351E+00
-458.7957E-06,+50.6155635E-03,+39.4524664E-03,-160.3846979E-03,+1.9906406652E+00
-458.4332E-06,+50.6155635E-03,+40.9746749E-03,-159.7291323E-03,+1.9886924704E+00
-458.0707E-06,+50.6155635E-03,+41.5954797E-03,-162.0051120E-03,+1.9900762981E+00
-457.7081E-06,+50.6155635E-03,+41.5954797E-03,-158.1195537E-03,+1.9925888619E+00
-457.3456E-06,+53.9274997E-03,+41.5954797E-03,-157.9339938E-03,+1.9931532280E+00
-456.9831E-06,+51.5749826E-03,+39.4524611E-03,-159.4415320E-03,+1.9931532280E+00
-456.6206E-06,+50.6155635E-03,+38.8316605E-03,-156.2733912E-03,+1.9951014276E+00
-456.2581E-06,+53.9275046E-03,+38.8316605E-03,-157.9850183E-03,+1.9956657907E+00
-455.8955E-06,+54.8869204E-03,+40.9746823E-03,-159.9440463E-03,+1.9937175892E+00
-455.5330E-06,+54.8869204E-03,+41.5954797E-03,-158.3344606E-03,+1.9912050255E+00
-455.1705E-06,+51.5749744E-03,+41.5954797E-03,-160.1079444E-03,+1.9906406652E+00
-454.8080E-06,+50.6155635E-03,+41.5954797E-03,-160.7851756E-03,+1.9906406652E+00
-454.4455E-06,+50.6155635E-03,+41.5954797E-03,-158.4473292E-03,+1.9906406652E+00
-454.0829E-06,+53.9275144E-03,+39.4524526E-03,-160.1079479E-03,+1.9906406652E+00
-453.7204E-06,+51.5749679E-03,+40.9746886E-03,-161.1748171E-03,+1.9906406652E+00
-453.3579E-06,+53.9275177E-03,+41.5954797E-03,-159.3394799E-03,+1.9925888734E+00
-452.9954E-06,+51.5749646E-03,+41.5954797E-03,-159.1647672E-03,+1.9931532280E+00
-452.6329E-06,+53.9275209E-03,+39.4524484E-03,-160.0569220E-03,+1.9931532280E+00
-452.2704E-06,+51.5749613E-03,+40.9746929E-03,-158.7240942E-03,+1.9951014391E+00
-451.9078E-06,+50.6155635E-03,+41.5954797E-03,-158.2726128E-03,+1.9956657907E+00
-451.5453E-06,+47.3036012E-03,+41.5954797E-03,-158.2726128E-03,+1.9937175777E+00
-451.1828E-06,+49.6561706E-03,+43.7385152E-03,-155.5451132E-03,+1.9931532280E+00
-450.8203E-06,+47.3035979E-03,+42.2162623E-03,-158.2618119E-03,+1.9912050130E+00
-450.4578E-06,+49.6561739E-03,+41.5954797E-03,-159.6672811E-03,+1.9925888811E+00
-450.0952E-06,+53.9275324E-03,+41.5954797E-03,-160.5594373E-03,+1.9873085772E+00
-449.7327E-06,+51.5749499E-03,+41.5954797E-03,-159.6162449E-03,+1.9856155396E+00
-449.3702E-06,+47.3035914E-03,+41.5954797E-03,-158.4983504E-03,+1.9875637584E+00
-449.0077E-06,+52.9681542E-03,+43.7385216E-03,-159.4415447E-03,+1.9900763222E+00
-448.6452E-06,+48.2629696E-03,+40.0732130E-03,-158.6112181E-03,+1.9906406652E+00
-448.2826E-06,+49.6561837E-03,+40.9747045E-03,-157.4933241E-03,+1.9925888869E+00
-447.9201E-06,+53.9275422E-03,+39.4524347E-03,-160.3847440E-03,+1.9931532280E+00
-447.5576E-06,+51.5749401E-03,+36.6886144E-03,-159.7291093E-03,+1.9931532280E+00
-447.1951E-06,+47.3035816E-03,+40.3539357E-03,-161.6155075E-03,+1.9931532280E+00
-446.8326E-06,+49.6561902E-03,+39.4524315E-03,-159.5651975E-03,+1.9931532280E+00
-446.4700E-06,+53.9275487E-03,+40.9747098E-03,-159.5544160E-03,+1.9912050014E+00
-446.1075E-06,+51.5749335E-03,+41.5954797E-03,-159.0008595E-03,+1.9906406652E+00
-445.7450E-06,+50.6155635E-03,+39.4524283E-03,-159.5544168E-03,+1.9906406652E+00
-445.3825E-06,+53.9275536E-03,+38.8316605E-03,-157.8319211E-03,+1.9886924358E+00
-445.0200E-06,+51.5749286E-03,+38.8316605E-03,-159.6054642E-03,+1.9900763328E+00
-444.6575E-06,+50.6155635E-03,+38.8316605E-03,-157.9447855E-03,+1.9906406652E+00
-444.2949E-06,+50.6155635E-03,+40.9747161E-03,-158.0468806E-03,+1.9906406652E+00
-443.9324E-06,+47.3035669E-03,+41.5954797E-03,-160.2208461E-03,+1.9925888984E+00
-443.5699E-06,+49.6562049E-03,+39.4524220E-03,-160.7851756E-03,+1.9931532280E+00
-443.2074E-06,+50.6155635E-03,+40.9747193E-03,-158.4472934E-03,+1.9931532280E+00
-442.8449E-06,+50.6155635E-03,+41.5954797E-03,-158.5493947E-03,+1.9931532280E+00
-442.4823E-06,+47.3035603E-03,+39.4524188E-03,-158.3854780E-03,+1.9931532280E+00
-442.1198E-06,+49.6562115E-03,+40.9747225E-03,-158.2726128E-03,+1.9912049899E+00
-441.7573E-06,+50.6155635E-03,+41.5954797E-03,-157.8829650E-03,+1.9906406652E+00
-441.3948E-06,+53.9275716E-03,+41.5954797E-03,-158.5493963E-03,+1.9906406652E+00
-441.0323E-06,+51.5749107E-03,+41.5954797E-03,-159.1647736E-03,+1.9906406652E+00
-440.6697E-06,+50.6155635E-03,+39.4524135E-03,-158.1086928E-03,+1.9906406652E+00
-440.3072E-06,+50.6155635E-03,+40.9747278E-03,-160.4976403E-03,+1.9906406652E+00
-439.9447E-06,+53.9275781E-03,+41.5954797E-03,-160.1187419E-03,+1.9906406652E+00
-439.5822E-06,+54.8869204E-03,+41.5954797E-03,-159.7801505E-03,+1.9906406652E+00
-439.2197E-06,+54.8869204E-03,+39.4524093E-03,-162.1180454E-03,+1.9925889109E+00
-438.8571E-06,+51.5749009E-03,+40.9747320E-03,-158.1194337E-03,+1.9951014747E+00
-438.4946E-06,+53.9275847E-03,+39.4524072E-03,-161.0512201E-03,+1.9956657907E+00
-438.1321E-06,+51.5748976E-03,+40.9747341E-03,-159.5651652E-03,+1.9937175421E+00
-437.7696E-06,+50.6155635E-03,+41.5954797E-03,-155.6579260E-03,+1.9912049783E+00
-437.4071E-06,+50.6155635E-03,+41.5954797E-03,-158.6515261E-03,+1.9945371663E+00
-437.0445E-06,+50.6155635E-03,+41.5954797E-03,-159.3905002E-03,+1.9917692877E+00
-436.6820E-06,+53.9275929E-03,+39.4524019E-03,-160.4465895E-03,+1.9906406652E+00
-436.3195E-06,+51.5748894E-03,+38.8316605E-03,-159.2265729E-03,+1.9906406652E+00
-435.9570E-06,+50.6155635E-03,+43.1178204E-03,-159.5544272E-03,+1.9886924108E+00
-435.5945E-06,+50.6155635E-03,+42.2162179E-03,-158.2215462E-03,+1.9920246131E+00
-435.2320E-06,+50.6155635E-03,+39.4523976E-03,-158.1597516E-03,+1.9912049716E+00
-434.8694E-06,+50.6155635E-03,+38.8316605E-03,-159.0519158E-03,+1.9906406652E+00
-434.5069E-06,+50.6155635E-03,+38.8316605E-03,-160.4465929E-03,+1.9925889234E+00
-434.1444E-06,+53.9276043E-03,+38.8316605E-03,-161.1748275E-03,+1.9931532280E+00
-433.7819E-06,+51.5748780E-03,+40.9747468E-03,-160.1187321E-03,+1.9931532280E+00
-433.4194E-06,+53.9276076E-03,+41.5954797E-03,-161.3387594E-03,+1.9931532280E+00
-433.0568E-06,+51.5748747E-03,+41.5954797E-03,-161.0108959E-03,+1.9931532280E+00
-432.6943E-06,+50.6155635E-03,+41.5954797E-03,-158.0576073E-03,+1.9912049649E+00
-432.3318E-06,+47.3035146E-03,+39.4523892E-03,-158.8261990E-03,+1.9906406652E+00
-431.9693E-06,+49.6562572E-03,+43.1178437E-03,-159.2776380E-03,+1.9886924002E+00
-431.6068E-06,+50.6155635E-03,+42.2162062E-03,-159.6672911E-03,+1.9881281024E+00
-431.2442E-06,+47.3035097E-03,+43.7385734E-03,-160.1698039E-03,+1.9900763693E+00
-430.8817E-06,+49.6562622E-03,+42.2162041E-03,-159.5033559E-03,+1.9925889330E+00
-430.5192E-06,+50.6155635E-03,+39.4523839E-03,-158.8879842E-03,+1.9931532280E+00
-430.1567E-06,+47.3035048E-03,+43.1178543E-03,-160.7233952E-03,+1.9931532280E+00
-429.7942E-06,+49.6562671E-03,+42.2162010E-03,-162.4566506E-03,+1.9951014987E+00
-429.4316E-06,+47.3035015E-03,+39.4523807E-03,-162.4055715E-03,+1.9956657907E+00
-429.0691E-06,+46.3442067E-03,+36.6885605E-03,-159.9547861E-03,+1.9937175181E+00
-428.7066E-06,+49.6562720E-03,+40.3540435E-03,-160.4466021E-03,+1.9931532280E+00
-428.3441E-06,+53.9276304E-03,+43.7385819E-03,-158.0575912E-03,+1.9931532280E+00
-427.9816E-06,+51.5748518E-03,+40.0730925E-03,-159.2158633E-03,+1.9931532280E+00
-427.6190E-06,+57.2397039E-03,+40.9747648E-03,-159.3904952E-03,+1.9892566749E+00
-427.2565E-06,+52.5341336E-03,+39.4523744E-03,-160.4466045E-03,+1.9881281024E+00
-426.8940E-06,+53.9276370E-03,+40.9747669E-03,-159.6162086E-03,+1.9900763808E+00
-426.5315E-06,+51.5748453E-03,+43.7385872E-03,-160.4466056E-03,+1.9886923858E+00
-426.1690E-06,+47.3034868E-03,+42.2161904E-03,-159.6162074E-03,+1.9920246631E+00
-425.8065E-06,+52.9683634E-03,+43.7385893E-03,-159.6672942E-03,+1.9912049466E+00
-425.4439E-06,+51.5748404E-03,+42.2161883E-03,-159.3904941E-03,+1.9925889475E+00
-425.0814E-06,+47.3034819E-03,+39.4523680E-03,-161.2259212E-03,+1.9931532280E+00
-424.7189E-06,+49.6562899E-03,+40.9747733E-03,-162.1798576E-03,+1.9931532280E+00
-424.3564E-06,+47.3034786E-03,+39.4523659E-03,-161.5133992E-03,+1.9912049428E+00
-423.9939E-06,+49.6562932E-03,+40.9747754E-03,-157.7807731E-03,+1.9925889513E+00
-423.6313E-06,+50.6155635E-03,+39.4523638E-03,-157.1547326E-03,+1.9912049409E+00
-423.2688E-06,+50.6155635E-03,+40.9747775E-03,-156.0986149E-03,+1.9906406652E+00
-422.9063E-06,+47.3034721E-03,+41.5954797E-03,-158.0979969E-03,+1.9906406652E+00
-422.5438E-06,+49.6562997E-03,+39.4523606E-03,-160.3337574E-03,+1.9886923752E+00
-422.1813E-06,+50.6155635E-03,+40.9747807E-03,-160.7851756E-03,+1.9920246843E+00
