x-axis,1,2,3,4
second,Ampere,Ampere,Ampere,Volt
-385.7000E-06,+41.4573369E-03,+1.1997485161E+00,-98.9205275E-03,+1.9914648763E+00
-385.3625E-06,+41.4573369E-03,+1.1997485161E+00,-103.0150743E-03,+1.9918929426E+00
-385.0250E-06,+41.4573369E-03,+1.1997485161E+00,-103.4803637E-03,+1.9933483678E+00
-384.6875E-06,+41.4573369E-03,+1.1997485161E+00,-104.5970583E-03,+1.9914648763E+00
-384.3500E-06,+41.4573369E-03,+1.1997485161E+00,-100.5025115E-03,+1.9914648763E+00
-384.0125E-06,+41.4573369E-03,+1.1997485161E+00,-100.9678009E-03,+1.9914648763E+00
-383.6750E-06,+41.4573369E-03,+1.1997485161E+00,-102.5497849E-03,+1.9914648763E+00
-383.3375E-06,+41.4573369E-03,+1.1997485161E+00,-100.5025115E-03,+1.9918929426E+00
-383.0000E-06,+41.4573369E-03,+1.1997485161E+00,-100.9678009E-03,+1.9937764341E+00
-382.6625E-06,+41.4573369E-03,+1.1997485161E+00,-102.0844955E-03,+1.9933483678E+00
-382.3250E-06,+40.5267581E-03,+1.2230129871E+00,-98.9205275E-03,+1.9914648763E+00
-381.9875E-06,+38.2933689E-03,+1.3021121886E+00,-102.5497849E-03,+1.9910368101E+00
-381.6500E-06,+45.5518836E-03,+1.1997485161E+00,-100.5025115E-03,+1.9895813848E+00
-381.3125E-06,+41.4573369E-03,+1.2230129871E+00,-100.9678009E-03,+1.9914648763E+00
-380.9750E-06,+40.5267581E-03,+1.3253766596E+00,-103.0150743E-03,+1.9914648763E+00
-380.6375E-06,+37.3627901E-03,+1.3021121886E+00,-103.0150743E-03,+1.9918929426E+00
-380.3000E-06,+41.4573369E-03,+1.1997485161E+00,-103.0150743E-03,+1.9937764341E+00
-379.9625E-06,+40.5267581E-03,+1.1764840451E+00,-102.5497849E-03,+1.9937764341E+00
-379.6250E-06,+37.3627901E-03,+1.0973848436E+00,-100.9678009E-03,+1.9937764341E+00
-379.2875E-06,+41.4573369E-03,+1.2230129871E+00,-103.0150743E-03,+1.9937764341E+00
-378.9500E-06,+41.4573369E-03,+1.3021121886E+00,-103.0150743E-03,+1.9937764341E+00
-378.6125E-06,+41.4573369E-03,+1.1997485161E+00,-102.5497849E-03,+1.9933483678E+00
-378.2750E-06,+41.4573369E-03,+1.1997485161E+00,-101.4330903E-03,+1.9914648763E+00
-377.9375E-06,+42.3879157E-03,+1.2230129871E+00,-104.5970583E-03,+1.9914648763E+00
