Model,MSO68B
Channel,CH8
Label,
Waveform Type,ANALOG
Digital Type,None
Horizontal Units,s
Sample Interval,1.60000000e-10
Record Length,7500
Zero Index,2699.95703125
Vertical Units,V
,
ANALOG_Thumbnail,
yOffset,0.000000
yPosition,0.360000

Labels,
TIME,CH8
-3.79993125e-07,-8.43750000e-03
-3.79833125e-07,-4.48437500e-02
-3.79673125e-07,-5.25000000e-02
-3.79513125e-07,1.64062500e-02
-3.79353125e-07,3.09375000e-02
-3.79193125e-07,-4.23437500e-02
-3.79033125e-07,-5.57812500e-02
-3.78873125e-07,-3.59375000e-03
-3.78713125e-07,-6.09375000e-03
-3.78553125e-07,-3.89062500e-02
-3.78393125e-07,-2.92187500e-02
-3.78233125e-07,-1.31250000e-02
-3.78073125e-07,-1.70312500e-02
-3.77913125e-07,-1.85937500e-02
-3.77753125e-07,-2.76562500e-02
-3.77593125e-07,-4.18750000e-02
-3.77433125e-07,-3.32812500e-02
-3.77273125e-07,-2.39062500e-02
-3.77113125e-07,-3.71875000e-02
-3.76953125e-07,-3.51562500e-02
-3.76793125e-07,-1.17187500e-02
-3.76633125e-07,-1.48437500e-02
-3.76473125e-07,-3.03125000e-02
-3.76313125e-07,-1.40625000e-02
-3.76153125e-07,6.25000000e-04
-3.75993125e-07,-1.70312500e-02
-3.75833125e-07,-2.00000000e-02
-3.75673125e-07,-1.25000000e-03
-3.75513125e-07,-1.65625000e-02
-3.75353125e-07,-4.78125000e-02
-3.75193125e-07,-3.73437500e-02
-3.75033125e-07,-1.75000000e-02
-3.74873125e-07,-3.14062500e-02
-3.74713125e-07,-4.09375000e-02
-3.74553125e-07,-2.45312500e-02
-3.74393125e-07,-1.18750000e-02
-3.74233125e-07,-6.71875000e-03
-3.74073125e-07,-1.17187500e-02
-3.73913125e-07,-3.18750000e-02
-3.73753125e-07,-2.31250000e-02
-3.73593125e-07,8.75000000e-03
-3.73433125e-07,-1.81250000e-02
-3.73273125e-07,-6.00000000e-02
-3.73113125e-07,-1.37500000e-02
-3.72953125e-07,3.28125000e-02
-3.72793125e-07,-1.37500000e-02
-3.72633125e-07,-4.10937500e-02
-3.72473125e-07,-2.50000000e-03
-3.72313125e-07,-7.18750000e-03
-3.72153125e-07,-3.95312500e-02
-3.71993125e-07,-9.68750000e-03
-3.71833125e-07,2.54687500e-02
-3.71673125e-07,-1.56250000e-04
-3.71513125e-07,-3.18750000e-02
-3.71353125e-07,-2.31250000e-02
-3.71193125e-07,1.07812500e-02
-3.71033125e-07,3.65625000e-02
-3.70873125e-07,1.18750000e-02
-3.70713125e-07,-4.09375000e-02
-3.70553125e-07,-3.76562500e-02
-3.70393125e-07,2.03125000e-03
-3.70233125e-07,-1.26562500e-02
-3.70073125e-07,-3.84375000e-02
-3.69913125e-07,4.21875000e-03
-3.69753125e-07,2.96875000e-02
