Model,MSO68B
Channel,CH8
Label,
Waveform Type,ANALOG
Digital Type,None
Horizontal Units,s
Sample Interval,1.60000000e-10
Record Length,7500
Zero Index,1949.75390625
Vertical Units,V
,
ANALOG_Thumbnail,
yOffset,0.000000
yPosition,0.440000

Labels,
TIME,CH8
-2.87640625e-07,-7.38750000e-02
-2.87480625e-07,-9.20000000e-02
-2.87320625e-07,-8.88750000e-02
-2.87160625e-07,-9.42500000e-02
-2.87000625e-07,-1.08750000e-01
-2.86840625e-07,-1.06125000e-01
-2.86680625e-07,-8.46250000e-02
-2.86520625e-07,-5.43750000e-02
-2.86360625e-07,-5.51250000e-02
-2.86200625e-07,-1.10500000e-01
-2.86040625e-07,-1.31750000e-01
-2.85880625e-07,-7.50000000e-02
-2.85720625e-07,-5.63750000e-02
-2.85560625e-07,-9.80000000e-02
-2.85400625e-07,-8.81250000e-02
-2.85240625e-07,-5.86250000e-02
-2.85080625e-07,-9.28750000e-02
-2.84920625e-07,-1.13000000e-01
-2.84760625e-07,-7.77500000e-02
-2.84600625e-07,-7.43750000e-02
-2.84440625e-07,-1.01500000e-01
-2.84280625e-07,-9.52500000e-02
-2.84120625e-07,-8.32500000e-02
-2.83960625e-07,-8.97500000e-02
-2.83800625e-07,-8.23750000e-02
-2.83640625e-07,-7.83750000e-02
-2.83480625e-07,-9.77500000e-02
-2.83320625e-07,-9.36250000e-02
-2.83160625e-07,-6.87500000e-02
-2.83000625e-07,-8.26250000e-02
-2.82840625e-07,-1.01625000e-01
-2.82680625e-07,-7.32500000e-02
-2.82520625e-07,-5.75000000e-02
-2.82360625e-07,-8.36250000e-02
-2.82200625e-07,-8.50000000e-02
-2.82040625e-07,-6.75000000e-02
-2.81880625e-07,-8.17500000e-02
-2.81720625e-07,-8.75000000e-02
-2.81560625e-07,-6.13750000e-02
-2.81400625e-07,-6.00000000e-02
-2.81240625e-07,-8.76250000e-02
-2.81080625e-07,-9.52500000e-02
-2.80920625e-07,-8.53750000e-02
-2.80760625e-07,-8.13750000e-02
-2.80600625e-07,-8.11250000e-02
-2.80440625e-07,-8.97500000e-02
-2.80280625e-07,-1.07875000e-01
-2.80120625e-07,-1.07125000e-01
-2.79960625e-07,-8.28750000e-02
-2.79800625e-07,-7.80000000e-02
-2.79640625e-07,-1.00750000e-01
-2.79480625e-07,-1.05625000e-01
-2.79320625e-07,-9.20000000e-02
-2.79160625e-07,-9.82500000e-02
-2.79000625e-07,-1.00250000e-01
-2.78840625e-07,-7.33750000e-02
-2.78680625e-07,-7.68750000e-02
-2.78520625e-07,-1.18500000e-01
-2.78360625e-07,-1.11125000e-01
-2.78200625e-07,-6.20000000e-02
-2.78040625e-07,-6.50000000e-02
-2.77880625e-07,-1.04375000e-01
-2.77720625e-07,-1.04875000e-01
-2.77560625e-07,-8.10000000e-02
-2.77400625e-07,-7.48750000e-02
-2.77240625e-07,-8.26250000e-02
-2.77080625e-07,-9.23750000e-02
-2.76920625e-07,-9.42500000e-02
-2.76760625e-07,-8.82500000e-02
-2.76600625e-07,-9.60000000e-02
-2.76440625e-07,-1.07875000e-01
-2.76280625e-07,-9.00000000e-02
-2.76120625e-07,-7.05000000e-02
-2.75960625e-07,-8.63750000e-02
-2.75800625e-07,-9.46250000e-02
