Model,MSO68B
Channel,CH2
Label,
Waveform Type,ANALOG
Digital Type,None
Horizontal Units,s
Sample Interval,1.60000000e-10
Record Length,12500
Zero Index,8499.83593750
Vertical Units,V
,
ANALOG_Thumbnail,
yOffset,0.000000
yPosition,-3.620000

Labels,
TIME,CH2
-1.29533375e-06,4.29687500e-01
-1.29517375e-06,3.58593750e-01
-1.29501375e-06,4.48437500e-01
-1.29485375e-06,6.03125000e-01
-1.29469375e-06,5.97656250e-01
-1.29453375e-06,5.21875000e-01
-1.29437375e-06,5.55468750e-01
-1.29421375e-06,6.67968750e-01
-1.29405375e-06,7.96093750e-01
-1.29389375e-06,8.84375000e-01
-1.29373375e-06,8.24218750e-01
-1.29357375e-06,7.59375000e-01
-1.29341375e-06,8.53906250e-01
-1.29325375e-06,9.71875000e-01
-1.29309375e-06,9.57031250e-01
-1.29293375e-06,9.46875000e-01
-1.29277375e-06,9.68750000e-01
-1.29261375e-06,1.00078125e+00
-1.29245375e-06,1.04609375e+00
-1.29229375e-06,1.10078125e+00
-1.29213375e-06,1.13515625e+00
-1.29197375e-06,1.14687500e+00
-1.29181375e-06,1.17734375e+00
-1.29165375e-06,1.29296875e+00
-1.29149375e-06,1.39140625e+00
-1.29133375e-06,1.40625000e+00
-1.29117375e-06,1.42187500e+00
-1.29101375e-06,1.41484375e+00
-1.29085375e-06,1.43906250e+00
-1.29069375e-06,1.41953125e+00
-1.29053375e-06,1.36328125e+00
-1.29037375e-06,1.41171875e+00
-1.29021375e-06,1.48750000e+00
-1.29005375e-06,1.44531250e+00
-1.28989375e-06,1.36718750e+00
-1.28973375e-06,1.35546875e+00
-1.28957375e-06,1.35234375e+00
-1.28941375e-06,1.31171875e+00
-1.28925375e-06,1.28203125e+00
-1.28909375e-06,1.34531250e+00
-1.28893375e-06,1.39375000e+00
-1.28877375e-06,1.35625000e+00
-1.28861375e-06,1.22500000e+00
-1.28845375e-06,1.17968750e+00
-1.28829375e-06,1.27890625e+00
-1.28813375e-06,1.22578125e+00
-1.28797375e-06,1.09531250e+00
-1.28781375e-06,1.04296875e+00
-1.28765375e-06,1.06406250e+00
-1.28749375e-06,1.07343750e+00
-1.28733375e-06,1.02578125e+00
-1.28717375e-06,9.69531250e-01
-1.28701375e-06,9.39843750e-01
-1.28685375e-06,9.49218750e-01
-1.28669375e-06,9.60937500e-01
-1.28653375e-06,8.81250000e-01
-1.28637375e-06,7.68750000e-01
-1.28621375e-06,7.32812500e-01
-1.28605375e-06,7.03906250e-01
-1.28589375e-06,6.46875000e-01
-1.28573375e-06,6.29687500e-01
-1.28557375e-06,6.28906250e-01
-1.28541375e-06,5.82031250e-01
-1.28525375e-06,5.52343750e-01
-1.28509375e-06,5.60937500e-01
-1.28493375e-06,4.92968750e-01
-1.28477375e-06,4.54687500e-01
-1.28461375e-06,4.35156250e-01
-1.28445375e-06,3.80468750e-01
-1.28429375e-06,4.18750000e-01
-1.28413375e-06,4.71875000e-01
-1.28397375e-06,4.55468750e-01
-1.28381375e-06,4.37500000e-01
-1.28365375e-06,5.27343750e-01
-1.28349375e-06,5.56250000e-01
-1.28333375e-06,4.41406250e-01
-1.28317375e-06,3.99218750e-01
-1.28301375e-06,4.19531250e-01
-1.28285375e-06,4.34375000e-01
-1.28269375e-06,3.97656250e-01
-1.28253375e-06,3.91406250e-01
-1.28237375e-06,4.53906250e-01
-1.28221375e-06,4.84375000e-01
-1.28205375e-06,4.76562500e-01
-1.28189375e-06,5.03906250e-01
