Model,MSO68B
Channel,CH1,,Channel,CH2
Label,,,Label,
Waveform Type,ANALOG,,Waveform Type,ANALOG
Digital Type,None,,Digital Type,None
Horizontal Units,s,,Horizontal Units,s
Sample Interval,1.60000000e-10,,Sample Interval,1.60000000e-10
Record Length,13750,,Record Length,13750
Zero Index,7287.21484375,,Zero Index,7287.21484375
Vertical Units,V,,Vertical Units,V
,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,
yOffset,0.000000,,yOffset,0.000000
yPosition,-2.580000,,yPosition,-3.620000

Labels,,
TIME,CH1,CH2
-8.42754375e-07,2.44058750e+01,-3.45312500e-01
-8.42594375e-07,2.43397500e+01,-2.25000000e-01
-8.42434375e-07,2.42793750e+01,-1.89062500e-01
-8.42274375e-07,2.42254687e+01,-2.26562500e-01
-8.42114375e-07,2.41794687e+01,-2.42187500e-01
-8.41954375e-07,2.41413750e+01,-2.66406250e-01
-8.41794375e-07,2.41104687e+01,-3.39843750e-01
-8.41634375e-07,2.40881875e+01,-3.68750000e-01
-8.41474375e-07,2.40738125e+01,-3.17968750e-01
-8.41314375e-07,2.40673437e+01,-2.78906250e-01
-8.41154375e-07,2.40695000e+01,-2.67187500e-01
-8.40994375e-07,2.40795625e+01,-1.89843750e-01
-8.40834375e-07,2.40989687e+01,-1.38281250e-01
-8.40674375e-07,2.41277187e+01,-1.89062500e-01
-8.40514375e-07,2.41650937e+01,-2.84375000e-01
-8.40354375e-07,2.42125312e+01,-3.47656250e-01
-8.40194375e-07,2.42685938e+01,-3.12500000e-01
-8.40034375e-07,2.43332812e+01,-2.90625000e-01
-8.39874375e-07,2.44051562e+01,-3.39062500e-01
-8.39714375e-07,2.44842187e+01,-3.70312500e-01
-8.39554375e-07,2.45683125e+01,-3.42968750e-01
-8.39394375e-07,2.46567187e+01,-2.99218750e-01
-8.39234375e-07,2.47487187e+01,-2.89843750e-01
-8.39074375e-07,2.48421562e+01,-2.99218750e-01
-8.38914375e-07,2.49370312e+01,-2.78125000e-01
-8.38754375e-07,2.50333438e+01,-2.12500000e-01
-8.38594375e-07,2.51282187e+01,-2.45312500e-01
-8.38434375e-07,2.52230937e+01,-2.58593750e-01
-8.38274375e-07,2.53179687e+01,-2.27343750e-01
-8.38114375e-07,2.54106875e+01,-2.80468750e-01
-8.37954375e-07,2.55026875e+01,-3.53125000e-01
-8.37794375e-07,2.55918125e+01,-3.92968750e-01
-8.37634375e-07,2.56795000e+01,-3.53125000e-01
-8.37474375e-07,2.57643125e+01,-2.83593750e-01
-8.37314375e-07,2.58469687e+01,-2.11718750e-01
-8.37154375e-07,2.59267500e+01,-2.07031250e-01
-8.36994375e-07,2.60029375e+01,-2.60156250e-01
-8.36834375e-07,2.60769687e+01,-3.44531250e-01
-8.36674375e-07,2.61481250e+01,-3.84375000e-01
-8.36514375e-07,2.62156875e+01,-3.22656250e-01
-8.36354375e-07,2.62796562e+01,-2.86718750e-01
-8.36194375e-07,2.63400312e+01,-3.02343750e-01
-8.36034375e-07,2.63960937e+01,-3.32812500e-01
-8.35874375e-07,2.64471250e+01,-3.25000000e-01
-8.35714375e-07,2.64924062e+01,-3.06250000e-01
-8.35554375e-07,2.65319375e+01,-3.03125000e-01
-8.35394375e-07,2.65628437e+01,-3.10156250e-01
-8.35234375e-07,2.65865625e+01,-3.53125000e-01
-8.35074375e-07,2.66009375e+01,-3.12500000e-01
-8.34914375e-07,2.66052500e+01,-2.55468750e-01
-8.34754375e-07,2.65995000e+01,-2.59375000e-01
-8.34594375e-07,2.65844063e+01,-3.42187500e-01
-8.34434375e-07,2.65614062e+01,-4.66406250e-01
-8.34274375e-07,2.65305000e+01,-3.94531250e-01
-8.34114375e-07,2.64952812e+01,-2.56250000e-01
-8.33954375e-07,2.64550312e+01,-2.42968750e-01
-8.33794375e-07,2.64119062e+01,-2.69531250e-01
-8.33634375e-07,2.63666250e+01,-2.80468750e-01
-8.33474375e-07,2.63184688e+01,-3.21093750e-01
-8.33314375e-07,2.62674375e+01,-3.39843750e-01
-8.33154375e-07,2.62128125e+01,-3.25000000e-01
-8.32994375e-07,2.61524375e+01,-2.97656250e-01
-8.32834375e-07,2.60877500e+01,-3.00000000e-01
-8.32674375e-07,2.60165937e+01,-3.02343750e-01
-8.32514375e-07,2.59411250e+01,-2.50781250e-01
-8.32354375e-07,2.58613437e+01,-1.93750000e-01
-8.32194375e-07,2.57779687e+01,-2.15625000e-01
-8.32034375e-07,2.56931562e+01,-3.54687500e-01
-8.31874375e-07,2.56061875e+01,-3.93750000e-01
-8.31714375e-07,2.55206562e+01,-3.15625000e-01
-8.31554375e-07,2.54344062e+01,-2.66406250e-01
-8.31394375e-07,2.53488750e+01,-2.43750000e-01
-8.31234375e-07,2.52633437e+01,-2.07812500e-01
-8.31074375e-07,2.51785312e+01,-1.85156250e-01
-8.30914375e-07,2.50937188e+01,-2.44531250e-01
-8.30754375e-07,2.50103437e+01,-3.23437500e-01
-8.30594375e-07,2.49269688e+01,-3.49218750e-01
-8.30434375e-07,2.48457500e+01,-3.73437500e-01
-8.30274375e-07,2.47666875e+01,-3.93750000e-01
-8.30114375e-07,2.46905000e+01,-3.60937500e-01
-8.29954375e-07,2.46179062e+01,-3.12500000e-01
-8.29794375e-07,2.45517812e+01,-2.34375000e-01
-8.29634375e-07,2.44921250e+01,-1.64843750e-01
-8.29474375e-07,2.44403750e+01,-1.38281250e-01
-8.29314375e-07,2.43979687e+01,-1.92187500e-01
-8.29154375e-07,2.43649062e+01,-3.01562500e-01
-8.28994375e-07,2.43404687e+01,-3.49218750e-01
-8.28834375e-07,2.43253750e+01,-2.77343750e-01
-8.28674375e-07,2.43181875e+01,-2.50781250e-01
-8.28514375e-07,2.43160312e+01,-2.98437500e-01
-8.28354375e-07,2.43181875e+01,-3.02343750e-01
-8.28194375e-07,2.43232187e+01,-2.82812500e-01
-8.28034375e-07,2.43318437e+01,-3.17968750e-01
-8.27874375e-07,2.43433437e+01,-3.79687500e-01
-8.27714375e-07,2.43591562e+01,-4.29687500e-01
-8.27554375e-07,2.43800000e+01,-4.22656250e-01
-8.27394375e-07,2.44080313e+01,-3.19531250e-01
-8.27234375e-07,2.44439687e+01,-2.40625000e-01
-8.27074375e-07,2.44878125e+01,-2.44531250e-01
-8.26914375e-07,2.45395625e+01,-2.85937500e-01
-8.26754375e-07,2.45970625e+01,-2.81250000e-01
-8.26594375e-07,2.46603125e+01,-2.39062500e-01
-8.26434375e-07,2.47264375e+01,-2.18750000e-01
-8.26274375e-07,2.47947187e+01,-2.35937500e-01
-8.26114375e-07,2.48665937e+01,-2.93750000e-01
-8.25954375e-07,2.49399062e+01,-3.28125000e-01
-8.25794375e-07,2.50168125e+01,-3.07031250e-01
-8.25634375e-07,2.50958750e+01,-2.40625000e-01
-8.25474375e-07,2.51785312e+01,-2.32031250e-01
-8.25314375e-07,2.52640625e+01,-2.61718750e-01
-8.25154375e-07,2.53510312e+01,-2.93750000e-01
-8.24994375e-07,2.54394375e+01,-3.17968750e-01
-8.24834375e-07,2.55278437e+01,-3.12500000e-01
-8.24674375e-07,2.56133750e+01,-2.42187500e-01
-8.24514375e-07,2.56967500e+01,-1.56250000e-01
-8.24354375e-07,2.57779687e+01,-1.72656250e-01
-8.24194375e-07,2.58563125e+01,-2.65625000e-01
-8.24034375e-07,2.59325000e+01,-3.00000000e-01
-8.23874375e-07,2.60065312e+01,-2.80468750e-01
-8.23714375e-07,2.60784063e+01,-2.54687500e-01
-8.23554375e-07,2.61474062e+01,-2.14843750e-01
-8.23394375e-07,2.62128125e+01,-2.01562500e-01
-8.23234375e-07,2.62739062e+01,-2.32031250e-01
-8.23074375e-07,2.63292500e+01,-2.67968750e-01
-8.22914375e-07,2.63774062e+01,-2.83593750e-01
-8.22754375e-07,2.64198125e+01,-2.57031250e-01
-8.22594375e-07,2.64550312e+01,-2.53906250e-01
-8.22434375e-07,2.64852187e+01,-3.25000000e-01
-8.22274375e-07,2.65110938e+01,-3.44531250e-01
-8.22114375e-07,2.65319375e+01,-2.82031250e-01
-8.21954375e-07,2.65491875e+01,-2.75000000e-01
-8.21794375e-07,2.65628437e+01,-3.07812500e-01
-8.21634375e-07,2.65707500e+01,-2.75000000e-01
-8.21474375e-07,2.65736250e+01,-2.41406250e-01
-8.21314375e-07,2.65693125e+01,-2.49218750e-01
-8.21154375e-07,2.65570937e+01,-3.22656250e-01
-8.20994375e-07,2.65369687e+01,-3.25000000e-01
-8.20834375e-07,2.65082187e+01,-2.85937500e-01
-8.20674375e-07,2.64701250e+01,-3.10937500e-01
-8.20514375e-07,2.64255625e+01,-3.31250000e-01
-8.20354375e-07,2.63738125e+01,-2.67968750e-01
-8.20194375e-07,2.63170312e+01,-1.95312500e-01
-8.20034375e-07,2.62545000e+01,-2.23437500e-01
-8.19874375e-07,2.61890937e+01,-2.60937500e-01
-8.19714375e-07,2.61193750e+01,-2.16406250e-01
-8.19554375e-07,2.60475000e+01,-2.16406250e-01
-8.19394375e-07,2.59727500e+01,-2.86718750e-01
-8.19234375e-07,2.58958437e+01,-3.46093750e-01
-8.19074375e-07,2.58167812e+01,-3.64843750e-01
-8.18914375e-07,2.57362812e+01,-3.10937500e-01
-8.18754375e-07,2.56543437e+01,-2.50781250e-01
-8.18594375e-07,2.55724063e+01,-2.25000000e-01
-8.18434375e-07,2.54904687e+01,-1.98437500e-01
-8.18274375e-07,2.54092500e+01,-1.81250000e-01
-8.18114375e-07,2.53301875e+01,-2.55468750e-01
-8.17954375e-07,2.52525625e+01,-2.90625000e-01
-8.17794375e-07,2.51778125e+01,-2.50000000e-01
-8.17634375e-07,2.51052187e+01,-2.30468750e-01
-8.17474375e-07,2.50376562e+01,-2.08593750e-01
-8.17314375e-07,2.49744062e+01,-2.57812500e-01
-8.17154375e-07,2.49147500e+01,-3.21093750e-01
-8.16994375e-07,2.48608438e+01,-3.04687500e-01
-8.16834375e-07,2.48112500e+01,-2.57812500e-01
-8.16674375e-07,2.47674063e+01,-2.50000000e-01
-8.16514375e-07,2.47285937e+01,-3.16406250e-01
-8.16354375e-07,2.46948125e+01,-3.39062500e-01
-8.16194375e-07,2.46653437e+01,-2.81250000e-01
-8.16034375e-07,2.46409063e+01,-2.58593750e-01
-8.15874375e-07,2.46193437e+01,-3.12500000e-01
-8.15714375e-07,2.46020937e+01,-3.43750000e-01
-8.15554375e-07,2.45877188e+01,-2.82031250e-01
-8.15394375e-07,2.45755000e+01,-2.75000000e-01
-8.15234375e-07,2.45668750e+01,-3.50000000e-01
-8.15074375e-07,2.45611250e+01,-3.02343750e-01
-8.14914375e-07,2.45575312e+01,-2.17187500e-01
-8.14754375e-07,2.45582500e+01,-2.62500000e-01
-8.14594375e-07,2.45632812e+01,-3.00000000e-01
-8.14434375e-07,2.45740625e+01,-2.85156250e-01
-8.14274375e-07,2.45905937e+01,-1.94531250e-01
-8.14114375e-07,2.46143125e+01,-1.42968750e-01
-8.13954375e-07,2.46452187e+01,-2.88281250e-01
-8.13794375e-07,2.46818750e+01,-3.31250000e-01
-8.13634375e-07,2.47257187e+01,-2.33593750e-01
-8.13474375e-07,2.47745937e+01,-1.64843750e-01
-8.13314375e-07,2.48270625e+01,-1.70312500e-01
-8.13154375e-07,2.48831250e+01,-2.24218750e-01
-8.12994375e-07,2.49406250e+01,-2.89843750e-01
-8.12834375e-07,2.50002813e+01,-3.17968750e-01
-8.12674375e-07,2.50620937e+01,-3.02343750e-01
-8.12514375e-07,2.51253437e+01,-2.89843750e-01
-8.12354375e-07,2.51914687e+01,-2.57812500e-01
-8.12194375e-07,2.52597500e+01,-3.03906250e-01
-8.12034375e-07,2.53309062e+01,-3.82812500e-01
-8.11874375e-07,2.54042187e+01,-3.46093750e-01
-8.11714375e-07,2.54796875e+01,-2.24218750e-01
-8.11554375e-07,2.55558750e+01,-1.48437500e-01
-8.11394375e-07,2.56313437e+01,-1.38281250e-01
-8.11234375e-07,2.57046562e+01,-1.32812500e-01
-8.11074375e-07,2.57743750e+01,-1.38281250e-01
-8.10914375e-07,2.58405000e+01,-2.04687500e-01
-8.10754375e-07,2.59023125e+01,-2.25781250e-01
-8.10594375e-07,2.59583750e+01,-2.02343750e-01
-8.10434375e-07,2.60101250e+01,-2.21093750e-01
-8.10274375e-07,2.60575625e+01,-2.65625000e-01
-8.10114375e-07,2.61014062e+01,-3.01562500e-01
-8.09954375e-07,2.61416562e+01,-2.64062500e-01
-8.09794375e-07,2.61783125e+01,-2.39062500e-01
-8.09634375e-07,2.62113750e+01,-2.20312500e-01
-8.09474375e-07,2.62408437e+01,-1.99218750e-01
-8.09314375e-07,2.62660000e+01,-2.73437500e-01
-8.09154375e-07,2.62868437e+01,-3.70312500e-01
-8.08994375e-07,2.63012187e+01,-4.14843750e-01
-8.08834375e-07,2.63105625e+01,-4.20312500e-01
-8.08674375e-07,2.63148750e+01,-4.39843750e-01
-8.08514375e-07,2.63127187e+01,-4.40625000e-01
-8.08354375e-07,2.63040937e+01,-3.53125000e-01
-8.08194375e-07,2.62911563e+01,-2.73437500e-01
-8.08034375e-07,2.62724687e+01,-2.89843750e-01
-8.07874375e-07,2.62494687e+01,-2.85156250e-01
-8.07714375e-07,2.62214375e+01,-2.02343750e-01
-8.07554375e-07,2.61898125e+01,-2.03906250e-01
-8.07394375e-07,2.61531562e+01,-2.90625000e-01
-8.07234375e-07,2.61129062e+01,-3.18750000e-01
-8.07074375e-07,2.60683437e+01,-3.28125000e-01
-8.06914375e-07,2.60201875e+01,-3.37500000e-01
-8.06754375e-07,2.59691562e+01,-3.45312500e-01
-8.06594375e-07,2.59145312e+01,-2.82812500e-01
-8.06434375e-07,2.58570312e+01,-1.92187500e-01
-8.06274375e-07,2.57973750e+01,-1.97656250e-01
-8.06114375e-07,2.57348437e+01,-2.17968750e-01
-8.05954375e-07,2.56708750e+01,-2.51562500e-01
-8.05794375e-07,2.56047500e+01,-2.95312500e-01
-8.05634375e-07,2.55371875e+01,-2.93750000e-01
-8.05474375e-07,2.54674687e+01,-2.81250000e-01
-8.05314375e-07,2.53970312e+01,-2.89843750e-01
-8.05154375e-07,2.53251562e+01,-2.87500000e-01
-8.04994375e-07,2.52540000e+01,-3.19531250e-01
-8.04834375e-07,2.51828437e+01,-3.65625000e-01
-8.04674375e-07,2.51138438e+01,-3.69531250e-01
-8.04514375e-07,2.50462812e+01,-3.46875000e-01
-8.04354375e-07,2.49815937e+01,-3.26562500e-01
-8.04194375e-07,2.49205000e+01,-3.14062500e-01
-8.04034375e-07,2.48630000e+01,-2.81250000e-01
-8.03874375e-07,2.48098125e+01,-2.96093750e-01
-8.03714375e-07,2.47609375e+01,-3.88281250e-01
-8.03554375e-07,2.47170937e+01,-4.28125000e-01
-8.03394375e-07,2.46782812e+01,-3.72656250e-01
-8.03234375e-07,2.46452187e+01,-3.07031250e-01
-8.03074375e-07,2.46171875e+01,-2.94531250e-01
-8.02914375e-07,2.45949062e+01,-3.39843750e-01
-8.02754375e-07,2.45783750e+01,-4.17968750e-01
-8.02594375e-07,2.45654375e+01,-3.38281250e-01
-8.02434375e-07,2.45560937e+01,-2.48437500e-01
-8.02274375e-07,2.45496250e+01,-3.10156250e-01
-8.02114375e-07,2.45460312e+01,-3.45312500e-01
-8.01954375e-07,2.45445937e+01,-4.03125000e-01
-8.01794375e-07,2.45453125e+01,-4.04687500e-01
-8.01634375e-07,2.45489062e+01,-2.85156250e-01
-8.01474375e-07,2.45568125e+01,-1.09375000e-01
-8.01314375e-07,2.45683125e+01,-6.71875000e-02
-8.01154375e-07,2.45855625e+01,-2.71093750e-01
-8.00994375e-07,2.46085625e+01,-3.75781250e-01
-8.00834375e-07,2.46365937e+01,-2.29687500e-01
-8.00674375e-07,2.46710937e+01,-1.29687500e-01
-8.00514375e-07,2.47113437e+01,-2.42187500e-01
-8.00354375e-07,2.47559062e+01,-3.28125000e-01
-8.00194375e-07,2.48040625e+01,-3.05468750e-01
-8.00034375e-07,2.48550937e+01,-2.78906250e-01
-7.99874375e-07,2.49075625e+01,-2.67187500e-01
-7.99714375e-07,2.49614687e+01,-3.06250000e-01
-7.99554375e-07,2.50153750e+01,-3.93750000e-01
-7.99394375e-07,2.50692812e+01,-3.66406250e-01
-7.99234375e-07,2.51239062e+01,-2.27343750e-01
-7.99074375e-07,2.51785312e+01,-1.89062500e-01
-7.98914375e-07,2.52345937e+01,-2.23437500e-01
-7.98754375e-07,2.52928125e+01,-3.17968750e-01
-7.98594375e-07,2.53531875e+01,-3.38281250e-01
-7.98434375e-07,2.54164375e+01,-3.03125000e-01
-7.98274375e-07,2.54825625e+01,-2.69531250e-01
-7.98114375e-07,2.55508437e+01,-2.68750000e-01
-7.97954375e-07,2.56198437e+01,-3.45312500e-01
-7.97794375e-07,2.56874062e+01,-3.43750000e-01
-7.97634375e-07,2.57528125e+01,-3.01562500e-01
-7.97474375e-07,2.58131875e+01,-3.10937500e-01
-7.97314375e-07,2.58685312e+01,-3.14062500e-01
-7.97154375e-07,2.59166875e+01,-3.44531250e-01
-7.96994375e-07,2.59590938e+01,-4.08593750e-01
-7.96834375e-07,2.59943125e+01,-3.92968750e-01
-7.96674375e-07,2.60252188e+01,-3.22656250e-01
-7.96514375e-07,2.60503750e+01,-3.04687500e-01
-7.96354375e-07,2.60726562e+01,-3.14843750e-01
-7.96194375e-07,2.60913438e+01,-3.35937500e-01
-7.96034375e-07,2.61064375e+01,-3.34375000e-01
-7.95874375e-07,2.61186563e+01,-2.92187500e-01
-7.95714375e-07,2.61265625e+01,-2.94531250e-01
-7.95554375e-07,2.61294375e+01,-3.65625000e-01
-7.95394375e-07,2.61272812e+01,-4.04687500e-01
-7.95234375e-07,2.61193750e+01,-3.39843750e-01
-7.95074375e-07,2.61064375e+01,-2.92187500e-01
-7.94914375e-07,2.60884687e+01,-2.46875000e-01
-7.94754375e-07,2.60661875e+01,-2.32031250e-01
-7.94594375e-07,2.60417500e+01,-2.77343750e-01
-7.94434375e-07,2.60151562e+01,-2.64843750e-01
-7.94274375e-07,2.59871250e+01,-2.32031250e-01
-7.94114375e-07,2.59583750e+01,-2.20312500e-01
-7.93954375e-07,2.59296250e+01,-1.98437500e-01
-7.93794375e-07,2.59008750e+01,-1.55468750e-01
-7.93634375e-07,2.58706875e+01,-1.78906250e-01
-7.93474375e-07,2.58397812e+01,-2.73437500e-01
-7.93314375e-07,2.58067187e+01,-3.53906250e-01
-7.93154375e-07,2.57715000e+01,-3.50781250e-01
-7.92994375e-07,2.57334062e+01,-2.30468750e-01
-7.92834375e-07,2.56917187e+01,-1.49218750e-01
-7.92674375e-07,2.56471562e+01,-1.92187500e-01
-7.92514375e-07,2.55997188e+01,-2.52343750e-01
-7.92354375e-07,2.55501250e+01,-2.71093750e-01
-7.92194375e-07,2.54976562e+01,-2.77343750e-01
-7.92034375e-07,2.54444687e+01,-2.75781250e-01
-7.91874375e-07,2.53905625e+01,-2.75781250e-01
-7.91714375e-07,2.53359375e+01,-3.17968750e-01
-7.91554375e-07,2.52813125e+01,-3.62500000e-01
-7.91394375e-07,2.52274062e+01,-3.37500000e-01
-7.91234375e-07,2.51735000e+01,-2.73437500e-01
-7.91074375e-07,2.51210312e+01,-1.82812500e-01
-7.90914375e-07,2.50692812e+01,-1.56250000e-01
-7.90754375e-07,2.50189687e+01,-2.30468750e-01
-7.90594375e-07,2.49700937e+01,-2.78125000e-01
-7.90434375e-07,2.49233750e+01,-3.18750000e-01
-7.90274375e-07,2.48788125e+01,-3.41406250e-01
-7.90114375e-07,2.48378437e+01,-3.67968750e-01
-7.89954375e-07,2.48011875e+01,-3.58593750e-01
-7.89794375e-07,2.47688437e+01,-2.97656250e-01
-7.89634375e-07,2.47415312e+01,-2.63281250e-01
-7.89474375e-07,2.47206875e+01,-2.60156250e-01
-7.89314375e-07,2.47063125e+01,-3.55468750e-01
-7.89154375e-07,2.46976875e+01,-4.06250000e-01
-7.88994375e-07,2.46948125e+01,-3.17968750e-01
-7.88834375e-07,2.46976875e+01,-2.01562500e-01
-7.88674375e-07,2.47048750e+01,-2.11718750e-01
-7.88514375e-07,2.47163750e+01,-3.76562500e-01
-7.88354375e-07,2.47314687e+01,-4.46875000e-01
-7.88194375e-07,2.47494375e+01,-3.62500000e-01
-7.88034375e-07,2.47695625e+01,-2.28125000e-01
-7.87874375e-07,2.47925625e+01,-1.91406250e-01
-7.87714375e-07,2.48170000e+01,-2.10937500e-01
-7.87554375e-07,2.48443125e+01,-1.99218750e-01
-7.87394375e-07,2.48737813e+01,-2.41406250e-01
-7.87234375e-07,2.49054062e+01,-3.43750000e-01
-7.87074375e-07,2.49399062e+01,-4.24218750e-01
-7.86914375e-07,2.49765625e+01,-3.58593750e-01
-7.86754375e-07,2.50153750e+01,-2.17187500e-01
-7.86594375e-07,2.50556250e+01,-1.89062500e-01
-7.86434375e-07,2.50987500e+01,-2.75781250e-01
-7.86274375e-07,2.51433125e+01,-3.27343750e-01
-7.86114375e-07,2.51885937e+01,-2.88281250e-01
-7.85954375e-07,2.52353125e+01,-2.54687500e-01
-7.85794375e-07,2.52827500e+01,-2.32812500e-01
-7.85634375e-07,2.53316250e+01,-2.53125000e-01
-7.85474375e-07,2.53826562e+01,-2.89062500e-01
-7.85314375e-07,2.54344062e+01,-2.77343750e-01
-7.85154375e-07,2.54875937e+01,-3.08593750e-01
-7.84994375e-07,2.55429375e+01,-3.14062500e-01
-7.84834375e-07,2.55990000e+01,-2.57031250e-01
-7.84674375e-07,2.56550625e+01,-2.11718750e-01
-7.84514375e-07,2.57111250e+01,-2.42968750e-01
-7.84354375e-07,2.57657500e+01,-2.95312500e-01
-7.84194375e-07,2.58189375e+01,-3.35156250e-01
-7.84034375e-07,2.58692500e+01,-3.60156250e-01
-7.83874375e-07,2.59152500e+01,-3.56250000e-01
-7.83714375e-07,2.59576562e+01,-3.19531250e-01
-7.83554375e-07,2.59957500e+01,-2.31250000e-01
-7.83394375e-07,2.60288125e+01,-1.85156250e-01
-7.83234375e-07,2.60568437e+01,-2.18750000e-01
-7.83074375e-07,2.60791250e+01,-2.96093750e-01
-7.82914375e-07,2.60956562e+01,-2.96875000e-01
-7.82754375e-07,2.61064375e+01,-2.73437500e-01
-7.82594375e-07,2.61121875e+01,-2.60156250e-01
-7.82434375e-07,2.61129062e+01,-2.07812500e-01
-7.82274375e-07,2.61093125e+01,-2.14843750e-01
-7.82114375e-07,2.61014062e+01,-2.47656250e-01
-7.81954375e-07,2.60899062e+01,-2.34375000e-01
-7.81794375e-07,2.60755312e+01,-2.32031250e-01
-7.81634375e-07,2.60582813e+01,-2.71875000e-01
-7.81474375e-07,2.60367187e+01,-2.49218750e-01
-7.81314375e-07,2.60122813e+01,-2.22656250e-01
-7.81154375e-07,2.59842500e+01,-2.64062500e-01
-7.80994375e-07,2.59526250e+01,-2.78906250e-01
-7.80834375e-07,2.59181250e+01,-3.10156250e-01
-7.80674375e-07,2.58807500e+01,-2.79687500e-01
-7.80514375e-07,2.58405000e+01,-1.60156250e-01
-7.80354375e-07,2.57995312e+01,-1.63281250e-01
-7.80194375e-07,2.57571250e+01,-2.64062500e-01
-7.80034375e-07,2.57147187e+01,-2.76562500e-01
-7.79874375e-07,2.56723125e+01,-2.85156250e-01
-7.79714375e-07,2.56299062e+01,-3.96093750e-01
-7.79554375e-07,2.55875000e+01,-3.91406250e-01
-7.79394375e-07,2.55450937e+01,-2.67187500e-01
-7.79234375e-07,2.55019687e+01,-3.00781250e-01
-7.79074375e-07,2.54559687e+01,-3.84375000e-01
-7.78914375e-07,2.54099687e+01,-3.57812500e-01
-7.78754375e-07,2.53610937e+01,-3.22656250e-01
-7.78594375e-07,2.53100625e+01,-3.67968750e-01
-7.78434375e-07,2.52583125e+01,-4.03906250e-01
-7.78274375e-07,2.52051250e+01,-3.76562500e-01
-7.78114375e-07,2.51526562e+01,-2.76562500e-01
-7.77954375e-07,2.51001875e+01,-1.88281250e-01
-7.77794375e-07,2.50498750e+01,-2.69531250e-01
-7.77634375e-07,2.50017187e+01,-3.82031250e-01
-7.77474375e-07,2.49557187e+01,-3.31250000e-01
-7.77314375e-07,2.49140313e+01,-2.00781250e-01
-7.77154375e-07,2.48759375e+01,-1.76562500e-01
-7.76994375e-07,2.48421562e+01,-2.05468750e-01
-7.76834375e-07,2.48119687e+01,-2.35937500e-01
-7.76674375e-07,2.47860937e+01,-2.78906250e-01
-7.76514375e-07,2.47638125e+01,-3.40625000e-01
-7.76354375e-07,2.47458437e+01,-3.53906250e-01
-7.76194375e-07,2.47314687e+01,-3.02343750e-01
-7.76034375e-07,2.47199687e+01,-2.17187500e-01
-7.75874375e-07,2.47127812e+01,-1.32031250e-01
-7.75714375e-07,2.47091875e+01,-1.78125000e-01
-7.75554375e-07,2.47091875e+01,-2.78125000e-01
-7.75394375e-07,2.47135000e+01,-3.14843750e-01
-7.75234375e-07,2.47221250e+01,-3.23437500e-01
-7.75074375e-07,2.47350625e+01,-3.27343750e-01
-7.74914375e-07,2.47523125e+01,-3.01562500e-01
-7.74754375e-07,2.47731562e+01,-3.38281250e-01
-7.74594375e-07,2.47968750e+01,-4.59375000e-01
-7.74434375e-07,2.48227500e+01,-4.60937500e-01
-7.74274375e-07,2.48507812e+01,-3.57031250e-01
-7.74114375e-07,2.48795312e+01,-3.53125000e-01
-7.73954375e-07,2.49097187e+01,-4.00781250e-01
-7.73794375e-07,2.49406250e+01,-3.47656250e-01
-7.73634375e-07,2.49729687e+01,-2.86718750e-01
-7.73474375e-07,2.50067500e+01,-2.46093750e-01
-7.73314375e-07,2.50419687e+01,-2.36718750e-01
-7.73154375e-07,2.50793437e+01,-2.72656250e-01
-7.72994375e-07,2.51203125e+01,-3.01562500e-01
-7.72834375e-07,2.51627187e+01,-2.89843750e-01
-7.72674375e-07,2.52080000e+01,-2.67968750e-01
-7.72514375e-07,2.52561562e+01,-3.14843750e-01
-7.72354375e-07,2.53057500e+01,-3.53125000e-01
-7.72194375e-07,2.53575000e+01,-3.39062500e-01
-7.72034375e-07,2.54085312e+01,-2.79687500e-01
-7.71874375e-07,2.54595625e+01,-2.27343750e-01
-7.71714375e-07,2.55105937e+01,-2.32812500e-01
-7.71554375e-07,2.55594688e+01,-2.67968750e-01
-7.71394375e-07,2.56061875e+01,-3.08593750e-01
-7.71234375e-07,2.56500312e+01,-3.09375000e-01
-7.71074375e-07,2.56910000e+01,-3.03125000e-01
-7.70914375e-07,2.57276562e+01,-3.11718750e-01
-7.70754375e-07,2.57600000e+01,-2.96093750e-01
-7.70594375e-07,2.57887500e+01,-3.25781250e-01
-7.70434375e-07,2.58139062e+01,-3.89843750e-01
-7.70274375e-07,2.58340312e+01,-4.09375000e-01
-7.70114375e-07,2.58512812e+01,-3.28125000e-01
-7.69954375e-07,2.58642187e+01,-2.65625000e-01
-7.69794375e-07,2.58750000e+01,-3.24218750e-01
-7.69634375e-07,2.58829062e+01,-3.72656250e-01
-7.69474375e-07,2.58886562e+01,-3.53125000e-01
-7.69314375e-07,2.58908125e+01,-2.99218750e-01
-7.69154375e-07,2.58908125e+01,-2.22656250e-01
-7.68994375e-07,2.58879375e+01,-1.51562500e-01
-7.68834375e-07,2.58814687e+01,-1.89843750e-01
-7.68674375e-07,2.58721250e+01,-3.14843750e-01
-7.68514375e-07,2.58599062e+01,-3.76562500e-01
-7.68354375e-07,2.58455313e+01,-3.23437500e-01
-7.68194375e-07,2.58290000e+01,-2.67968750e-01
-7.68034375e-07,2.58103125e+01,-2.87500000e-01
-7.67874375e-07,2.57909062e+01,-2.65625000e-01
-7.67714375e-07,2.57700625e+01,-2.10156250e-01
-7.67554375e-07,2.57470625e+01,-1.91406250e-01
-7.67394375e-07,2.57211875e+01,-2.39062500e-01
