Model,MSO68B
Channel,CH1,,Channel,CH2
Label,,,Label,
Waveform Type,ANALOG,,Waveform Type,ANALOG
Digital Type,None,,Digital Type,None
Horizontal Units,s,,Horizontal Units,s
Sample Interval,1.60000000e-10,,Sample Interval,1.60000000e-10
Record Length,13750,,Record Length,13750
Zero Index,7287.21484375,,Zero Index,7287.21484375
Vertical Units,V,,Vertical Units,V
,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,
yOffset,0.000000,,yOffset,0.000000
yPosition,-2.580000,,yPosition,-3.620000

Labels,,
TIME,CH1,CH2
8.55656250e-08,2.85731875e+01,-2.89062500e-01
8.57256250e-08,2.86227812e+01,-2.55468750e-01
8.58856250e-08,2.86558437e+01,-2.09375000e-01
8.60456250e-08,2.86709375e+01,-1.89843750e-01
8.62056250e-08,2.86709375e+01,-2.23437500e-01
8.63656250e-08,2.86544062e+01,-2.42187500e-01
8.65256250e-08,2.86227812e+01,-2.13281250e-01
8.66856250e-08,2.85767812e+01,-2.00781250e-01
8.68456250e-08,2.85156875e+01,-2.10156250e-01
8.70056250e-08,2.84409375e+01,-2.46875000e-01
8.71656250e-08,2.83510937e+01,-3.21875000e-01
8.73256250e-08,2.82475937e+01,-3.16406250e-01
8.74856250e-08,2.81290000e+01,-2.50781250e-01
8.76456250e-08,2.79974687e+01,-2.28125000e-01
8.78056250e-08,2.78515625e+01,-2.19531250e-01
8.79656250e-08,2.76927187e+01,-2.35937500e-01
8.81256250e-08,2.75209375e+01,-2.92968750e-01
8.82856250e-08,2.73376562e+01,-3.01562500e-01
8.84456250e-08,2.71443125e+01,-2.75781250e-01
8.86056250e-08,2.69409062e+01,-2.92968750e-01
8.87656250e-08,2.67310313e+01,-2.77343750e-01
8.89256250e-08,2.65154062e+01,-2.47656250e-01
8.90856250e-08,2.62954687e+01,-2.62500000e-01
8.92456250e-08,2.60740937e+01,-2.89062500e-01
8.94056250e-08,2.58527187e+01,-3.15625000e-01
8.95656250e-08,2.56320625e+01,-2.89843750e-01
8.97256250e-08,2.54150000e+01,-2.10937500e-01
8.98856250e-08,2.52015312e+01,-1.63281250e-01
9.00456250e-08,2.49930937e+01,-1.41406250e-01
9.02056250e-08,2.47904062e+01,-1.76562500e-01
9.03656250e-08,2.45934687e+01,-2.37500000e-01
9.05256250e-08,2.44037187e+01,-3.00000000e-01
9.06856250e-08,2.42211562e+01,-3.23437500e-01
9.08456250e-08,2.40465000e+01,-2.35937500e-01
9.10056250e-08,2.38811875e+01,-1.96875000e-01
9.11656250e-08,2.37259375e+01,-2.57031250e-01
9.13256250e-08,2.35821875e+01,-3.57031250e-01
9.14856250e-08,2.34506562e+01,-4.32812500e-01
9.16456250e-08,2.33320625e+01,-3.95312500e-01
9.18056250e-08,2.32285625e+01,-3.01562500e-01
9.19656250e-08,2.31394375e+01,-2.92968750e-01
9.21256250e-08,2.30654062e+01,-3.20312500e-01
9.22856250e-08,2.30064687e+01,-2.60156250e-01
9.24456250e-08,2.29633437e+01,-2.41406250e-01
9.26056250e-08,2.29360312e+01,-2.49218750e-01
9.27656250e-08,2.29238125e+01,-2.07812500e-01
9.29256250e-08,2.29281250e+01,-1.94531250e-01
9.30856250e-08,2.29482500e+01,-3.21093750e-01
9.32456250e-08,2.29841875e+01,-4.51562500e-01
9.34056250e-08,2.30366563e+01,-3.61718750e-01
9.35656250e-08,2.31049375e+01,-2.28906250e-01
9.37256250e-08,2.31883125e+01,-2.88281250e-01
9.38856250e-08,2.32860625e+01,-4.22656250e-01
9.40456250e-08,2.33967500e+01,-3.59375000e-01
9.42056250e-08,2.35196562e+01,-1.69531250e-01
9.43656250e-08,2.36533437e+01,-1.46875000e-01
9.45256250e-08,2.37963750e+01,-2.02343750e-01
9.46856250e-08,2.39480312e+01,-2.34375000e-01
9.48456250e-08,2.41075937e+01,-3.45312500e-01
9.50056250e-08,2.42729062e+01,-4.60937500e-01
9.51656250e-08,2.44432500e+01,-4.32031250e-01
9.53256250e-08,2.46179062e+01,-3.61718750e-01
9.54856250e-08,2.47961562e+01,-3.34375000e-01
9.56456250e-08,2.49772812e+01,-2.82812500e-01
9.58056250e-08,2.51612812e+01,-2.76562500e-01
9.59656250e-08,2.53467188e+01,-2.51562500e-01
9.61256250e-08,2.55335937e+01,-2.28906250e-01
9.62856250e-08,2.57204687e+01,-2.42968750e-01
9.64456250e-08,2.59073437e+01,-1.99218750e-01
9.66056250e-08,2.60935000e+01,-2.11718750e-01
9.67656250e-08,2.62775000e+01,-2.42187500e-01
9.69256250e-08,2.64571875e+01,-2.46093750e-01
9.70856250e-08,2.66318437e+01,-2.85156250e-01
9.72456250e-08,2.68000312e+01,-3.41406250e-01
9.74056250e-08,2.69595937e+01,-3.12500000e-01
9.75656250e-08,2.71098125e+01,-2.69531250e-01
9.77256250e-08,2.72499688e+01,-2.92968750e-01
9.78856250e-08,2.73771875e+01,-3.04687500e-01
9.80456250e-08,2.74914687e+01,-2.81250000e-01
9.82056250e-08,2.75928125e+01,-2.53906250e-01
9.83656250e-08,2.76812187e+01,-2.84375000e-01
9.85256250e-08,2.77552500e+01,-2.95312500e-01
9.86856250e-08,2.78163437e+01,-2.89062500e-01
9.88456250e-08,2.78637812e+01,-2.59375000e-01
9.90056250e-08,2.78982812e+01,-2.32812500e-01
9.91656250e-08,2.79205625e+01,-2.60937500e-01
9.93256250e-08,2.79306250e+01,-2.89843750e-01
9.94856250e-08,2.79270312e+01,-2.99218750e-01
9.96456250e-08,2.79112187e+01,-2.75781250e-01
9.98056250e-08,2.78831875e+01,-2.63281250e-01
9.99656250e-08,2.78422188e+01,-2.68750000e-01
1.00125625e-07,2.77890313e+01,-2.94531250e-01
1.00285625e-07,2.77214687e+01,-3.08593750e-01
1.00445625e-07,2.76416875e+01,-2.21875000e-01
1.00605625e-07,2.75496875e+01,-1.67187500e-01
1.00765625e-07,2.74454687e+01,-1.95312500e-01
1.00925625e-07,2.73297500e+01,-2.55468750e-01
1.01085625e-07,2.72032500e+01,-2.41406250e-01
1.01245625e-07,2.70659687e+01,-1.60156250e-01
1.01405625e-07,2.69207812e+01,-1.85156250e-01
1.01565625e-07,2.67676875e+01,-3.17968750e-01
1.01725625e-07,2.66074062e+01,-3.71875000e-01
1.01885625e-07,2.64420937e+01,-3.25000000e-01
1.02045625e-07,2.62710313e+01,-3.21093750e-01
1.02205625e-07,2.60956562e+01,-3.12500000e-01
1.02365625e-07,2.59166875e+01,-2.69531250e-01
1.02525625e-07,2.57348437e+01,-3.00000000e-01
1.02685625e-07,2.55501250e+01,-3.50000000e-01
1.02845625e-07,2.53646875e+01,-3.06250000e-01
1.03005625e-07,2.51785312e+01,-2.53906250e-01
1.03165625e-07,2.49930937e+01,-2.43750000e-01
1.03325625e-07,2.48112500e+01,-2.35937500e-01
1.03485625e-07,2.46337187e+01,-2.42187500e-01
1.03645625e-07,2.44626562e+01,-3.04687500e-01
1.03805625e-07,2.42995000e+01,-3.89843750e-01
1.03965625e-07,2.41456875e+01,-4.01562500e-01
1.04125625e-07,2.40019375e+01,-3.70312500e-01
1.04285625e-07,2.38704062e+01,-3.64062500e-01
1.04445625e-07,2.37496562e+01,-3.81250000e-01
1.04605625e-07,2.36411250e+01,-4.22656250e-01
1.04765625e-07,2.35455312e+01,-4.01562500e-01
1.04925625e-07,2.34621562e+01,-3.58593750e-01
1.05085625e-07,2.33917187e+01,-2.85937500e-01
1.05245625e-07,2.33335000e+01,-2.01562500e-01
1.05405625e-07,2.32889375e+01,-1.71875000e-01
1.05565625e-07,2.32565938e+01,-2.13281250e-01
1.05725625e-07,2.32379062e+01,-2.58593750e-01
1.05885625e-07,2.32321562e+01,-2.29687500e-01
1.06045625e-07,2.32393437e+01,-2.50781250e-01
1.06205625e-07,2.32587500e+01,-2.25781250e-01
1.06365625e-07,2.32903750e+01,-2.11718750e-01
1.06525625e-07,2.33349375e+01,-3.01562500e-01
1.06685625e-07,2.33924375e+01,-4.03906250e-01
1.06845625e-07,2.34614375e+01,-4.26562500e-01
1.07005625e-07,2.35419375e+01,-3.10937500e-01
1.07165625e-07,2.36339375e+01,-2.12500000e-01
1.07325625e-07,2.37367187e+01,-1.65625000e-01
1.07485625e-07,2.38488438e+01,-1.32031250e-01
1.07645625e-07,2.39710312e+01,-1.79687500e-01
1.07805625e-07,2.41011250e+01,-3.61718750e-01
1.07965625e-07,2.42391250e+01,-4.19531250e-01
1.08125625e-07,2.43843125e+01,-2.50781250e-01
1.08285625e-07,2.45345313e+01,-1.37500000e-01
1.08445625e-07,2.46919375e+01,-1.70312500e-01
1.08605625e-07,2.48536563e+01,-3.00781250e-01
1.08765625e-07,2.50189687e+01,-2.90625000e-01
1.08925625e-07,2.51878750e+01,-2.62500000e-01
1.09085625e-07,2.53589375e+01,-3.46093750e-01
1.09245625e-07,2.55314375e+01,-3.26562500e-01
1.09405625e-07,2.57032187e+01,-2.13281250e-01
1.09565625e-07,2.58728437e+01,-1.70312500e-01
1.09725625e-07,2.60403125e+01,-1.94531250e-01
1.09885625e-07,2.62041875e+01,-1.52343750e-01
1.10045625e-07,2.63630312e+01,-1.55468750e-01
1.10205625e-07,2.65175625e+01,-2.34375000e-01
1.10365625e-07,2.66670625e+01,-2.72656250e-01
1.10525625e-07,2.68100938e+01,-2.72656250e-01
1.10685625e-07,2.69473750e+01,-2.61718750e-01
1.10845625e-07,2.70767500e+01,-2.57812500e-01
1.11005625e-07,2.71967813e+01,-2.26562500e-01
1.11165625e-07,2.73067500e+01,-2.39843750e-01
1.11325625e-07,2.74045000e+01,-2.32812500e-01
1.11485625e-07,2.74885937e+01,-2.14062500e-01
1.11645625e-07,2.75597500e+01,-2.83593750e-01
1.11805625e-07,2.76150937e+01,-3.57812500e-01
1.11965625e-07,2.76575000e+01,-3.37500000e-01
1.12125625e-07,2.76869687e+01,-2.81250000e-01
1.12285625e-07,2.77056562e+01,-2.60937500e-01
1.12445625e-07,2.77135625e+01,-2.40625000e-01
1.12605625e-07,2.77114062e+01,-2.47656250e-01
1.12765625e-07,2.77013437e+01,-2.67968750e-01
1.12925625e-07,2.76826563e+01,-2.45312500e-01
1.13085625e-07,2.76546250e+01,-2.24218750e-01
1.13245625e-07,2.76165312e+01,-2.58593750e-01
1.13405625e-07,2.75676562e+01,-2.90625000e-01
1.13565625e-07,2.75058437e+01,-2.70312500e-01
1.13725625e-07,2.74318125e+01,-2.53125000e-01
1.13885625e-07,2.73448437e+01,-2.54687500e-01
1.14045625e-07,2.72456562e+01,-2.84375000e-01
1.14205625e-07,2.71342500e+01,-2.82031250e-01
1.14365625e-07,2.70127812e+01,-2.67187500e-01
1.14525625e-07,2.68834063e+01,-3.21875000e-01
1.14685625e-07,2.67475625e+01,-3.29687500e-01
1.14845625e-07,2.66074062e+01,-2.96093750e-01
1.15005625e-07,2.64636562e+01,-2.34375000e-01
1.15165625e-07,2.63184688e+01,-1.81250000e-01
1.15325625e-07,2.61718438e+01,-1.49218750e-01
1.15485625e-07,2.60237812e+01,-1.82812500e-01
1.15645625e-07,2.58742812e+01,-2.18750000e-01
1.15805625e-07,2.57240625e+01,-1.49218750e-01
1.15965625e-07,2.55738437e+01,-1.50781250e-01
1.16125625e-07,2.54214687e+01,-2.49218750e-01
1.16285625e-07,2.52690937e+01,-3.05468750e-01
1.16445625e-07,2.51174375e+01,-2.50781250e-01
1.16605625e-07,2.49665000e+01,-1.57812500e-01
1.16765625e-07,2.48177187e+01,-1.78125000e-01
1.16925625e-07,2.46725312e+01,-3.45312500e-01
1.17085625e-07,2.45323750e+01,-3.53125000e-01
1.17245625e-07,2.44001250e+01,-2.51562500e-01
1.17405625e-07,2.42757812e+01,-2.99218750e-01
1.17565625e-07,2.41622188e+01,-3.22656250e-01
1.17725625e-07,2.40601562e+01,-2.40625000e-01
1.17885625e-07,2.39710312e+01,-1.70312500e-01
1.18045625e-07,2.38948437e+01,-1.85937500e-01
1.18205625e-07,2.38323125e+01,-1.83593750e-01
1.18365625e-07,2.37812812e+01,-2.42968750e-01
1.18525625e-07,2.37424688e+01,-3.38281250e-01
1.18685625e-07,2.37137187e+01,-3.59375000e-01
1.18845625e-07,2.36950312e+01,-3.04687500e-01
1.19005625e-07,2.36871250e+01,-1.65625000e-01
1.19165625e-07,2.36892813e+01,-1.51562500e-01
1.19325625e-07,2.37015000e+01,-2.03125000e-01
1.19485625e-07,2.37252187e+01,-2.56250000e-01
1.19645625e-07,2.37611562e+01,-3.37500000e-01
1.19805625e-07,2.38078750e+01,-3.42968750e-01
1.19965625e-07,2.38660937e+01,-2.48437500e-01
1.20125625e-07,2.39343750e+01,-1.67968750e-01
1.20285625e-07,2.40120000e+01,-2.17968750e-01
1.20445625e-07,2.40975312e+01,-2.92968750e-01
1.20605625e-07,2.41902500e+01,-2.83593750e-01
1.20765625e-07,2.42887187e+01,-2.00000000e-01
1.20925625e-07,2.43936562e+01,-1.62500000e-01
1.21085625e-07,2.45043437e+01,-1.92187500e-01
1.21245625e-07,2.46207813e+01,-2.64062500e-01
1.21405625e-07,2.47429687e+01,-3.21093750e-01
1.21565625e-07,2.48709062e+01,-3.07812500e-01
1.21725625e-07,2.50045937e+01,-2.47656250e-01
1.21885625e-07,2.51418750e+01,-2.57812500e-01
1.22045625e-07,2.52820312e+01,-2.83593750e-01
1.22205625e-07,2.54236250e+01,-2.74218750e-01
1.22365625e-07,2.55652187e+01,-2.60937500e-01
1.22525625e-07,2.57046562e+01,-2.19531250e-01
1.22685625e-07,2.58412187e+01,-2.28906250e-01
1.22845625e-07,2.59741875e+01,-2.74218750e-01
1.23005625e-07,2.61035625e+01,-3.10937500e-01
1.23165625e-07,2.62286250e+01,-3.00000000e-01
1.23325625e-07,2.63508125e+01,-2.64062500e-01
1.23485625e-07,2.64679687e+01,-2.70312500e-01
1.23645625e-07,2.65808125e+01,-3.13281250e-01
1.23805625e-07,2.66886250e+01,-3.27343750e-01
1.23965625e-07,2.67906875e+01,-3.20312500e-01
1.24125625e-07,2.68862812e+01,-2.98437500e-01
1.24285625e-07,2.69739687e+01,-2.35156250e-01
1.24445625e-07,2.70537500e+01,-2.33593750e-01
1.24605625e-07,2.71263437e+01,-2.79687500e-01
1.24765625e-07,2.71895938e+01,-2.82031250e-01
1.24925625e-07,2.72442187e+01,-2.35937500e-01
1.25085625e-07,2.72902187e+01,-2.10937500e-01
1.25245625e-07,2.73254375e+01,-2.14843750e-01
1.25405625e-07,2.73498750e+01,-2.09375000e-01
1.25565625e-07,2.73642500e+01,-2.00781250e-01
1.25725625e-07,2.73656875e+01,-2.42968750e-01
1.25885625e-07,2.73549062e+01,-2.89843750e-01
1.26045625e-07,2.73326250e+01,-3.18750000e-01
1.26205625e-07,2.72988437e+01,-3.31250000e-01
1.26365625e-07,2.72542812e+01,-3.25781250e-01
1.26525625e-07,2.72003750e+01,-3.24218750e-01
1.26685625e-07,2.71378437e+01,-2.52343750e-01
1.26845625e-07,2.70674062e+01,-1.92187500e-01
1.27005625e-07,2.69897813e+01,-3.08593750e-01
1.27165625e-07,2.69049687e+01,-4.26562500e-01
1.27325625e-07,2.68129687e+01,-3.74218750e-01
1.27485625e-07,2.67145000e+01,-3.32812500e-01
1.27645625e-07,2.66102812e+01,-3.49218750e-01
1.27805625e-07,2.65003125e+01,-3.07812500e-01
1.27965625e-07,2.63838750e+01,-2.39843750e-01
1.28125625e-07,2.62624062e+01,-2.02343750e-01
1.28285625e-07,2.61351875e+01,-2.46093750e-01
1.28445625e-07,2.60036562e+01,-3.39843750e-01
1.28605625e-07,2.58685312e+01,-3.19531250e-01
1.28765625e-07,2.57298125e+01,-2.50000000e-01
1.28925625e-07,2.55889375e+01,-3.43750000e-01
1.29085625e-07,2.54473437e+01,-4.35156250e-01
1.29245625e-07,2.53064688e+01,-3.45312500e-01
1.29405625e-07,2.51670313e+01,-2.21875000e-01
1.29565625e-07,2.50304687e+01,-2.29687500e-01
1.29725625e-07,2.48982187e+01,-2.35156250e-01
1.29885625e-07,2.47710000e+01,-1.65625000e-01
1.30045625e-07,2.46488125e+01,-1.42187500e-01
1.30205625e-07,2.45316562e+01,-1.72656250e-01
1.30365625e-07,2.44202500e+01,-1.93750000e-01
1.30525625e-07,2.43145938e+01,-2.83593750e-01
1.30685625e-07,2.42168437e+01,-2.66406250e-01
1.30845625e-07,2.41262812e+01,-1.09375000e-01
1.31005625e-07,2.40450625e+01,-1.46875000e-01
1.31165625e-07,2.39731875e+01,-3.24218750e-01
1.31325625e-07,2.39113750e+01,-3.95312500e-01
1.31485625e-07,2.38603437e+01,-3.65625000e-01
1.31645625e-07,2.38200937e+01,-3.71093750e-01
1.31805625e-07,2.37899062e+01,-3.47656250e-01
1.31965625e-07,2.37690625e+01,-3.57031250e-01
1.32125625e-07,2.37582812e+01,-4.48437500e-01
1.32285625e-07,2.37561250e+01,-4.64062500e-01
1.32445625e-07,2.37618750e+01,-3.89843750e-01
1.32605625e-07,2.37762500e+01,-3.61718750e-01
1.32765625e-07,2.37985312e+01,-3.31250000e-01
1.32925625e-07,2.38301562e+01,-2.86718750e-01
1.33085625e-07,2.38696875e+01,-3.59375000e-01
1.33245625e-07,2.39192812e+01,-4.66406250e-01
1.33405625e-07,2.39782187e+01,-4.66406250e-01
1.33565625e-07,2.40465000e+01,-3.46875000e-01
1.33725625e-07,2.41234062e+01,-2.84375000e-01
1.33885625e-07,2.42082188e+01,-2.79687500e-01
1.34045625e-07,2.43009375e+01,-2.93750000e-01
1.34205625e-07,2.43994062e+01,-3.46875000e-01
1.34365625e-07,2.45036250e+01,-3.04687500e-01
1.34525625e-07,2.46114375e+01,-2.07031250e-01
1.34685625e-07,2.47214062e+01,-2.49218750e-01
1.34845625e-07,2.48342500e+01,-3.62500000e-01
1.35005625e-07,2.49492500e+01,-3.65625000e-01
1.35165625e-07,2.50664062e+01,-3.00000000e-01
1.35325625e-07,2.51857187e+01,-2.93750000e-01
1.35485625e-07,2.53079062e+01,-3.17187500e-01
1.35645625e-07,2.54315312e+01,-3.39843750e-01
1.35805625e-07,2.55565937e+01,-3.48437500e-01
1.35965625e-07,2.56823750e+01,-2.92187500e-01
1.36125625e-07,2.58074375e+01,-2.08593750e-01
1.36285625e-07,2.59317813e+01,-1.79687500e-01
1.36445625e-07,2.60518125e+01,-2.14062500e-01
1.36605625e-07,2.61682500e+01,-2.96093750e-01
1.36765625e-07,2.62789375e+01,-3.44531250e-01
1.36925625e-07,2.63831562e+01,-3.02343750e-01
1.37085625e-07,2.64823437e+01,-2.50781250e-01
1.37245625e-07,2.65743437e+01,-2.78906250e-01
1.37405625e-07,2.66598750e+01,-3.32031250e-01
1.37565625e-07,2.67389375e+01,-3.50781250e-01
1.37725625e-07,2.68108125e+01,-3.36718750e-01
1.37885625e-07,2.68762187e+01,-2.92968750e-01
1.38045625e-07,2.69330000e+01,-2.62500000e-01
1.38205625e-07,2.69811562e+01,-3.03125000e-01
1.38365625e-07,2.70192500e+01,-2.94531250e-01
1.38525625e-07,2.70472812e+01,-1.70312500e-01
1.38685625e-07,2.70638125e+01,-1.16406250e-01
1.38845625e-07,2.70702813e+01,-2.28906250e-01
1.39005625e-07,2.70659687e+01,-3.21093750e-01
1.39165625e-07,2.70515937e+01,-2.80468750e-01
1.39325625e-07,2.70278750e+01,-3.03125000e-01
1.39485625e-07,2.69962500e+01,-3.08593750e-01
1.39645625e-07,2.69552812e+01,-2.33593750e-01
1.39805625e-07,2.69071250e+01,-2.48437500e-01
1.39965625e-07,2.68503438e+01,-3.33593750e-01
1.40125625e-07,2.67863750e+01,-3.35937500e-01
1.40285625e-07,2.67159375e+01,-3.22656250e-01
1.40445625e-07,2.66383125e+01,-3.48437500e-01
1.40605625e-07,2.65542187e+01,-2.53906250e-01
1.40765625e-07,2.64650937e+01,-1.41406250e-01
1.40925625e-07,2.63716563e+01,-1.84375000e-01
1.41085625e-07,2.62746250e+01,-3.22656250e-01
1.41245625e-07,2.61740000e+01,-3.66406250e-01
1.41405625e-07,2.60705000e+01,-3.02343750e-01
1.41565625e-07,2.59641250e+01,-1.99218750e-01
1.41725625e-07,2.58555937e+01,-1.37500000e-01
1.41885625e-07,2.57441875e+01,-2.08593750e-01
1.42045625e-07,2.56320625e+01,-2.63281250e-01
1.42205625e-07,2.55177812e+01,-2.75000000e-01
1.42365625e-07,2.54035000e+01,-3.25781250e-01
1.42525625e-07,2.52892187e+01,-3.48437500e-01
1.42685625e-07,2.51763750e+01,-2.85156250e-01
1.42845625e-07,2.50664062e+01,-2.05468750e-01
1.43005625e-07,2.49593125e+01,-2.14062500e-01
1.43165625e-07,2.48565312e+01,-2.43750000e-01
1.43325625e-07,2.47602187e+01,-2.37500000e-01
1.43485625e-07,2.46710937e+01,-2.07031250e-01
1.43645625e-07,2.45884375e+01,-2.33593750e-01
1.43805625e-07,2.45144063e+01,-2.82031250e-01
1.43965625e-07,2.44490000e+01,-2.03125000e-01
1.44125625e-07,2.43907812e+01,-1.29687500e-01
1.44285625e-07,2.43397500e+01,-2.00781250e-01
1.44445625e-07,2.42966250e+01,-2.99218750e-01
1.44605625e-07,2.42592500e+01,-2.58593750e-01
1.44765625e-07,2.42290625e+01,-1.28906250e-01
1.44925625e-07,2.42046250e+01,-1.66406250e-01
1.45085625e-07,2.41873750e+01,-2.89062500e-01
1.45245625e-07,2.41773125e+01,-2.78125000e-01
1.45405625e-07,2.41751563e+01,-2.16406250e-01
1.45565625e-07,2.41816250e+01,-2.19531250e-01
1.45725625e-07,2.41960000e+01,-2.50781250e-01
1.45885625e-07,2.42204375e+01,-2.25781250e-01
1.46045625e-07,2.42542187e+01,-1.50781250e-01
1.46205625e-07,2.42959062e+01,-1.37500000e-01
1.46365625e-07,2.43455000e+01,-1.92187500e-01
1.46525625e-07,2.44008437e+01,-2.15625000e-01
1.46685625e-07,2.44612188e+01,-2.18750000e-01
1.46845625e-07,2.45266250e+01,-2.71875000e-01
1.47005625e-07,2.45949062e+01,-2.99218750e-01
1.47165625e-07,2.46667812e+01,-2.31250000e-01
1.47325625e-07,2.47422500e+01,-2.04687500e-01
1.47485625e-07,2.48205938e+01,-3.02343750e-01
1.47645625e-07,2.49032500e+01,-4.30468750e-01
1.47805625e-07,2.49916562e+01,-4.08593750e-01
1.47965625e-07,2.50850937e+01,-2.66406250e-01
1.48125625e-07,2.51842812e+01,-2.18750000e-01
1.48285625e-07,2.52877812e+01,-2.39062500e-01
1.48445625e-07,2.53955937e+01,-2.66406250e-01
1.48605625e-07,2.55048437e+01,-2.78906250e-01
1.48765625e-07,2.56148125e+01,-2.62500000e-01
1.48925625e-07,2.57233437e+01,-2.00781250e-01
1.49085625e-07,2.58297187e+01,-1.56250000e-01
1.49245625e-07,2.59317813e+01,-1.67968750e-01
1.49405625e-07,2.60288125e+01,-1.84375000e-01
1.49565625e-07,2.61222500e+01,-2.23437500e-01
1.49725625e-07,2.62106562e+01,-2.45312500e-01
1.49885625e-07,2.62947500e+01,-2.57812500e-01
1.50045625e-07,2.63759687e+01,-3.03906250e-01
1.50205625e-07,2.64528750e+01,-3.01562500e-01
1.50365625e-07,2.65269062e+01,-2.45312500e-01
1.50525625e-07,2.65959062e+01,-1.55468750e-01
1.50685625e-07,2.66598750e+01,-1.76562500e-01
1.50845625e-07,2.67188125e+01,-2.28906250e-01
1.51005625e-07,2.67712812e+01,-1.80468750e-01
1.51165625e-07,2.68165625e+01,-1.64843750e-01
1.51325625e-07,2.68546562e+01,-2.17187500e-01
1.51485625e-07,2.68841250e+01,-2.08593750e-01
1.51645625e-07,2.69056875e+01,-1.27343750e-01
1.51805625e-07,2.69186250e+01,-1.04687500e-01
1.51965625e-07,2.69229375e+01,-1.87500000e-01
1.52125625e-07,2.69179062e+01,-3.07812500e-01
1.52285625e-07,2.69042500e+01,-3.71875000e-01
1.52445625e-07,2.68812500e+01,-3.42968750e-01
1.52605625e-07,2.68503438e+01,-3.10156250e-01
1.52765625e-07,2.68093750e+01,-2.65625000e-01
1.52925625e-07,2.67605000e+01,-2.09375000e-01
1.53085625e-07,2.67037188e+01,-2.13281250e-01
1.53245625e-07,2.66390312e+01,-2.39843750e-01
1.53405625e-07,2.65685937e+01,-1.78906250e-01
1.53565625e-07,2.64924062e+01,-1.31250000e-01
1.53725625e-07,2.64126250e+01,-1.90625000e-01
1.53885625e-07,2.63292500e+01,-2.15625000e-01
1.54045625e-07,2.62437187e+01,-2.35937500e-01
1.54205625e-07,2.61560312e+01,-2.71875000e-01
1.54365625e-07,2.60661875e+01,-2.67968750e-01
1.54525625e-07,2.59741875e+01,-2.59375000e-01
1.54685625e-07,2.58800312e+01,-2.85937500e-01
1.54845625e-07,2.57844375e+01,-2.79687500e-01
1.55005625e-07,2.56859688e+01,-2.85937500e-01
1.55165625e-07,2.55860625e+01,-3.18750000e-01
1.55325625e-07,2.54854375e+01,-3.83593750e-01
1.55485625e-07,2.53833750e+01,-3.43750000e-01
1.55645625e-07,2.52820312e+01,-1.82031250e-01
1.55805625e-07,2.51828437e+01,-1.34375000e-01
1.55965625e-07,2.50858125e+01,-1.27343750e-01
1.56125625e-07,2.49923750e+01,-1.07031250e-01
1.56285625e-07,2.49032500e+01,-1.75781250e-01
1.56445625e-07,2.48184375e+01,-2.74218750e-01
1.56605625e-07,2.47386562e+01,-2.64843750e-01
1.56765625e-07,2.46631875e+01,-2.47656250e-01
1.56925625e-07,2.45927500e+01,-2.98437500e-01
1.57085625e-07,2.45266250e+01,-3.17968750e-01
1.57245625e-07,2.44640937e+01,-2.99218750e-01
1.57405625e-07,2.44073125e+01,-3.07031250e-01
1.57565625e-07,2.43555625e+01,-3.14062500e-01
1.57725625e-07,2.43088437e+01,-2.95312500e-01
1.57885625e-07,2.42700312e+01,-3.14843750e-01
1.58045625e-07,2.42391250e+01,-3.29687500e-01
1.58205625e-07,2.42161250e+01,-2.78906250e-01
1.58365625e-07,2.42031875e+01,-1.69531250e-01
1.58525625e-07,2.41981562e+01,-1.19531250e-01
1.58685625e-07,2.42024687e+01,-2.57031250e-01
1.58845625e-07,2.42146875e+01,-3.96093750e-01
1.59005625e-07,2.42340937e+01,-3.57031250e-01
1.59165625e-07,2.42592500e+01,-2.77343750e-01
1.59325625e-07,2.42901562e+01,-2.36718750e-01
1.59485625e-07,2.43260937e+01,-2.20312500e-01
1.59645625e-07,2.43663437e+01,-2.33593750e-01
1.59805625e-07,2.44109062e+01,-2.40625000e-01
1.59965625e-07,2.44597812e+01,-2.66406250e-01
1.60125625e-07,2.45129687e+01,-3.07031250e-01
1.60285625e-07,2.45711875e+01,-2.95312500e-01
1.60445625e-07,2.46351562e+01,-3.00781250e-01
1.60605625e-07,2.47034375e+01,-3.37500000e-01
1.60765625e-07,2.47774687e+01,-3.46875000e-01
1.60925625e-07,2.48558125e+01,-2.78906250e-01
1.61085625e-07,2.49384687e+01,-1.84375000e-01
1.61245625e-07,2.50254375e+01,-1.71093750e-01
1.61405625e-07,2.51138438e+01,-1.80468750e-01
1.61565625e-07,2.52051250e+01,-2.41406250e-01
1.61725625e-07,2.52971250e+01,-3.09375000e-01
1.61885625e-07,2.53898437e+01,-2.86718750e-01
1.62045625e-07,2.54825625e+01,-2.82031250e-01
1.62205625e-07,2.55745625e+01,-3.07031250e-01
1.62365625e-07,2.56644062e+01,-2.67187500e-01
1.62525625e-07,2.57520938e+01,-1.74218750e-01
1.62685625e-07,2.58376250e+01,-2.02343750e-01
1.62845625e-07,2.59195625e+01,-3.10937500e-01
1.63005625e-07,2.59964687e+01,-3.36718750e-01
1.63165625e-07,2.60690625e+01,-3.31250000e-01
1.63325625e-07,2.61373437e+01,-3.21875000e-01
1.63485625e-07,2.62005937e+01,-2.89062500e-01
1.63645625e-07,2.62602500e+01,-3.04687500e-01
